start_time,V0_LAT,V1_LAT,V2_LAT,V3_LAT,V0_LON,V1_LON,V2_LON,V3_LON,Na/Si,Al/Si,Mg/Si,Ca/Si,Na/Si_uncer,Al/Si_uncer,Mg/Si_uncer,Ca/Si_uncer
20200101T050621,79.8409,74.1515,74.096,79.7538,112.087,110.644,113.512,116.57,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200101T050757,84.7225,79.0444,78.9636,84.5549,115.76,111.791,115.955,124.254,1.0,0.0,0.0,0.012268135116361625,-1.0,-1.0
20200101T050933,89.2275,83.9187,83.7727,88.4452,172.476,114.74,122.177,172.076,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200101T051109,89.3021,85.1976,85.3941,89.3005,150.999,-144.68,-127.194,-83.6258,0.0,1.2219943416995656,0.0,-1.0,0.00012244247543619806,-1.0
20200101T051245,85.9795,80.4414,80.5403,86.2162,-82.4282,-88.9325,-79.7543,-76.6111,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200101T051421,81.2746,75.6086,75.6754,81.383,-78.5424,-80.6769,-75.7904,-74.7825,0.0,1.4999301097577724,0.0,-1.0,0.027609116690706814,-1.0
20200101T051557,76.4598,70.7627,70.8137,76.5307,-76.739,-77.786,-74.43,-73.9327,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200101T051733,71.627,65.9152,65.9569,71.6803,-75.6964,-76.3164,-73.7339,-73.4353,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200101T051909,66.7911,63.8963,63.9352,66.8342,-75.3806,-75.4252,-73.3057,-73.2827,1.0,0.0,0.0,0.01433300430930838,-1.0,-1.0
20200101T060313,-66.1159,-71.8276,-71.776,-66.0755,-70.4548,-70.7704,-68.5785,-67.949,1.1542086904324147,1.0380224075699487,0.0,0.005469735471684323,0.0070052814144856935,-1.0
20200101T060449,-70.9938,-76.6987,-76.6298,-70.9444,-69.7237,-70.2532,-67.5303,-66.4578,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200101T060625,-75.8772,-81.5715,-81.4652,-75.8122,-68.273,-69.3614,-65.7019,-63.4822,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200101T060801,-80.7634,-86.422,-86.182,-80.6663,-63.8957,-67.4119,-61.7008,-54.697,1.0,0.0,0.0,0.013323997131516774,-1.0,-1.0
20200101T060937,-85.6363,-89.26,-89.2683,-85.4375,39.5573,-59.5363,-46.4848,60.4443,0.3901282150367247,0.43069418846759805,0.0,0.0023381876007909186,0.00016165653965882125,-1.0
20200101T061113,-83.5259,-89.0639,-88.7589,-83.6602,94.2604,51.6714,72.4449,101.108,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200101T061249,-78.6876,-84.2773,-84.4296,-78.7631,100.058,92.4655,100.195,103.947,1.0,1.12863911063133,0.0,0.014455381497044232,0.002031126139923893,-1.0
20200101T061425,-73.7956,-79.4442,-79.525,-73.8477,102.381,99.5095,103.671,105.076,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200101T061601,-68.8819,-74.5448,-74.5994,-68.9217,103.632,102.122,104.944,105.691,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200101T061737,-63.9549,-69.6218,-69.663,-63.9871,104.416,103.483,105.612,106.082,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200101T061913,-59.0177,-64.6853,-64.7184,-59.0447,104.955,104.319,106.029,106.358,1.0044364858639383,0.0,0.0,0.002636617724409635,-1.0,-1.0
20200101T062049,-54.072,-59.7388,-59.7665,-54.0954,105.351,104.887,106.319,106.566,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200101T062225,-49.119,-54.7844,-54.8082,-49.1397,105.654,105.299,106.535,106.731,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200101T062401,-44.1593,-49.8232,-49.8442,-44.178,105.896,105.614,106.706,106.868,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200101T062537,-39.1939,-44.8561,-44.875,-39.2111,106.094,105.864,106.847,106.985,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200101T062713,-34.2234,-39.884,-39.9013,-34.2394,106.261,106.067,106.967,107.089,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200101T062849,-29.2485,-34.9077,-34.9238,-29.2635,106.404,106.238,107.072,107.183,1.0,4.328675519029168,0.0,0.012528450397648966,0.022654269972246788,-1.0
20200101T063025,-24.2698,-29.9279,-29.943,-24.2841,106.529,106.384,107.168,107.27,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200101T063201,-19.288,-24.9453,-24.9597,-19.3017,106.64,106.511,107.256,107.353,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200101T063337,-14.3039,-19.9605,-19.9743,-14.3172,106.741,106.624,107.34,107.433,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200101T063513,-9.318,-14.9745,-14.9878,-9.3311,106.834,106.726,107.42,107.513,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200101T063649,-4.3312,-9.9876,-10.0008,-4.3441,106.921,106.82,107.5,107.592,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200101T063825,0.6559,-5.0009,-5.0139,0.6429,107.003,106.908,107.58,107.674,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200101T064001,5.6424,-0.0149,-0.0279,5.6293,107.083,106.99,107.661,107.759,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200101T064137,10.6274,4.9695,4.9564,10.6141,107.161,107.07,107.746,107.849,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200101T064313,15.6108,9.9514,9.9382,15.5971,107.24,107.148,107.835,107.946,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200101T064449,20.5913,14.9308,14.9171,20.5771,107.319,107.227,107.93,108.051,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200101T064625,25.5689,19.9062,19.8921,25.554,107.402,107.306,108.034,108.168,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200101T064801,30.5425,24.8779,24.8631,30.5268,107.489,107.388,108.149,108.3,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200101T064937,35.5114,29.8446,29.829,35.4945,107.584,107.474,108.279,108.451,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200101T065113,40.4756,34.8059,34.7892,40.4574,107.689,107.568,108.427,108.628,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200101T065249,45.4342,39.7618,39.7438,45.4142,107.81,107.671,108.599,108.84,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200101T065425,50.3866,44.7114,44.6916,50.3643,107.951,107.788,108.805,109.1,1.0,0.0,0.0,0.014771895219531895,-1.0,-1.0
20200101T065601,55.3324,49.6541,49.6321,55.307,108.123,107.925,109.056,109.428,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200101T065737,60.2711,54.5897,54.5648,60.2415,108.342,108.091,109.372,109.86,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200101T065913,65.2022,59.5177,59.4888,65.1668,108.637,108.301,109.785,110.457,1.0,1.0349492042325898,0.0,0.011358478376473502,0.001029952739911301,-1.0
20200101T070049,70.1253,64.4378,64.4034,70.0809,109.064,108.58,110.35,111.341,0.0,1.5056960287384058,0.0,-1.0,0.008129619083034789,-1.0
20200101T070225,75.0391,69.3496,69.3068,74.9799,109.753,108.979,111.174,112.792,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200101T070401,79.9417,74.252,74.1957,79.853,111.09,109.61,112.5,115.624,1.6979827534380232,1.6979827534380232,0.0,2.782400497386091e-05,0.00011177955983795505,-1.0
20200101T070537,84.8212,79.1437,79.0615,84.6491,114.905,110.785,114.994,123.562,0.0,0.0,0.0,-1.0,-1.0,-1.0
