start_time,V0_LAT,V1_LAT,V2_LAT,V3_LAT,V0_LON,V1_LON,V2_LON,V3_LON,Na/Si,Al/Si,Mg/Si,Ca/Si,Na/Si_uncer,Al/Si_uncer,Mg/Si_uncer,Ca/Si_uncer
20211104T235316,63.121,57.5812,58.0287,63.5953,-135.134,-134.273,-133.1,-133.789,0.0,0.0,1.1035976612357645,0.22117656304639777,-1.0,-1.0,0.0007695205425023821,0.003978434906497741
20211104T235452,68.0393,62.5075,62.9717,68.5301,-135.163,-134.118,-132.76,-133.548,0.0,1.603130223031681,1.603130223031681,0.3583058865862119,-1.0,0.004220485887736907,0.0008445769055345427,0.0009603405742201493
20211104T235628,72.9536,67.4278,67.9055,73.4582,-135.209,-133.905,-132.265,-133.155,3.020417344712732,0.0,1.2309488130331954,0.678530528624228,0.00672883996170777,-1.0,0.0007249974153654234,0.0035428491946388
20211104T235804,77.8633,72.3412,72.8284,78.3787,-135.288,-133.582,-131.483,-132.418,0.0,0.0,0.20342151906289913,0.0,-1.0,-1.0,0.0016871513573973095,-1.0
20211104T235940,77.8633,72.3412,72.8284,78.3787,-135.288,-133.582,-131.483,-132.418,0.0,0.0,0.20342151906289913,0.0,-1.0,-1.0,0.0016871513573973095,-1.0
20211105T000004,83.9932,78.4721,78.9608,84.5114,-135.503,-132.804,-129.515,-129.607,1.5816355504348973,0.0,1.0547726814021825,0.0,0.0018372270058747923,-1.0,0.00019387921600989914,-1.0
20211105T000140,88.8868,83.3645,83.8298,89.2436,-136.029,-131.175,-125.122,-92.3508,0.0,0.0,1.0816090900812336,0.0,-1.0,-1.0,0.003999559585631283,-1.0
20211105T000316,89.6874,86.1364,85.6261,89.8389,35.9105,-120.665,-92.9154,89.0848,0.0,1.5503692429612814,0.4400827594509992,0.23147395149392613,-1.0,0.0446404681412157,0.0007412158762950592,0.006559504234931825
20211105T000452,86.8167,80.7495,81.328,86.2136,41.3395,30.4141,38.8573,46.8282,2.3332594917087115,1.0,2.3332594917087115,0.8982129109094722,0.007642818922772517,0.011088644623512039,0.004370995817471894,0.004200474342809269
20211105T000628,81.3402,75.8702,76.4479,81.9609,40.2278,41.9549,45.6225,43.0392,2.155869313426921,5.900148191864553,0.0,0.6062845967081467,0.0007051889954795751,0.0007759725814486032,-1.0,0.0031420011818555
20211105T000804,76.4944,70.9966,71.5731,77.0995,41.4773,42.9588,45.5051,43.6178,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0
20211105T000940,71.6466,66.1314,66.7049,72.2437,42.1903,43.45,45.4402,43.9511,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0
20211105T001116,66.8059,61.2748,61.8424,67.3958,42.6491,43.7354,45.4006,44.1713,2.4689639087870643,6.243724079872851,0.0,0.2703667189460287,0.0016390081838122004,0.0004187955130964946,-1.0,0.0018192589374081186
20211105T001252,61.9746,56.427,56.9852,62.5557,42.9688,43.9185,45.3749,44.3318,0.0,3.451580238592423,0.0,0.29155912530236855,-1.0,0.0008714067903141802,-1.0,0.008432119553473628
20211105T001428,57.1534,52.2009,52.7475,57.723,43.1868,44.0423,45.36,44.4476,1.8712649692485417,0.0,0.0,0.6346156119708704,0.0004511889343782049,-1.0,-1.0,0.004777073702815562
20211105T005119,-52.1522,-57.7511,-58.3676,-52.7376,45.079,43.9424,45.4329,46.6289,1.0,1.0,1.0,0.034959478265927504,0.09029593414733464,0.014020021402150364,0.05386820003360316,0.008596976079156432
20211105T005255,-56.9167,-62.5009,-63.1318,-57.5191,45.219,43.8785,45.5328,46.964,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0
20211105T005431,-61.6872,-67.2584,-67.8991,-62.301,45.4053,43.786,45.6784,47.4381,0.0,7.16413597038699,0.0,0.6800092307379041,-1.0,0.0020472336470734567,-1.0,0.006857318429285079
20211105T005607,-66.4637,-72.0248,-72.6706,-67.0832,45.6726,43.6415,45.898,48.1585,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0
20211105T005743,-71.2469,-76.7999,-77.4462,-71.8657,46.1099,43.3901,46.2538,49.3883,0.0,4.275133324212159,0.0,0.0,-1.0,0.0009757908625094146,-1.0,-1.0
20211105T005919,-76.0367,-81.5666,-82.207,-76.6464,46.9651,42.8502,46.905,51.9224,2.449671936939477,3.047010609979989,3.630375590452893,1.5739486873705155,0.0016968274120363709,0.000770011646808927,0.0013977168333670614,0.006405211120726347
20211105T010055,-80.8148,-86.357,-86.9715,-81.3992,49.5111,40.8643,48.4196,60.1433,2.9454529516007666,0.0,1.176726373269761,0.8793060105637808,0.0010294324532873938,-1.0,0.0017265807425266297,0.0012560729748855874
20211105T010231,-85.6104,-89.5762,-89.7749,-86.1052,177.982,29.4341,-119.423,157.23,1.0,1.0,1.0,0.0,0.8581707343950566,1.4556375088825635,1.1435080056189106,-1.0
20211105T010407,-83.992,-89.3868,-88.8108,-83.3655,-146.44,-178.988,-133.335,-139.883,1.0,1.0,1.0,0.12633788642243343,0.7428505696865417,0.48392339534789297,0.6191925245427476,0.008070283460046946
20211105T010543,-78.5614,-84.7158,-84.0136,-79.1908,-138.068,-144.127,-139.022,-133.938,0.0,0.0,0.0,0.8681452585106998,-1.0,-1.0,-1.0,0.002553254770869903
20211105T010719,-73.7779,-79.2233,-79.8929,-74.3877,-137.343,-141.549,-137.893,-134.475,1.5686153113544898,0.0,1.6337168708101402,0.656630908678884,7.804047213485596e-05,-1.0,0.0001905228232803697,0.0005442881602389127
20211105T010855,-68.9184,-74.451,-75.0895,-69.511,-136.946,-139.677,-137.106,-134.813,2.707015523543536,0.0,1.480855581753871,0.9614825379457371,0.00017621525084811956,-1.0,0.00029517090799424027,0.0005079017593598371
20211105T011031,-64.0833,-69.5979,-70.2095,-64.6546,-136.706,-138.677,-136.697,-134.992,0.0,0.0,1.1412977389853451,0.48166547443986274,-1.0,-1.0,0.00012487524526196011,0.0005120898227999433
20211105T011207,-59.2397,-64.7673,-65.3531,-59.7873,-136.546,-138.066,-136.442,-135.101,1.0880444949268604,0.0,1.3064962763976455,0.46349541249597964,0.0006878044981847482,-1.0,0.00022155889119292624,0.0016382450543662378
20211105T011343,-54.3877,-59.9285,-60.4874,-54.9091,-136.435,-137.653,-136.265,-135.173,0.0,0.0,1.3306637803116672,0.49325852425085265,-1.0,-1.0,0.00023558384735850374,0.000945115114515309
20211105T011519,-49.5276,-55.0821,-55.6123,-50.02,-136.354,-137.356,-136.133,-135.225,1.335434094678651,1.8942069838443094,1.8942069838443094,0.5449524292700554,7.301403528978873e-05,0.0003930177563781867,0.0002599497145275254,4.608666032546451e-06
20211105T011655,-44.6599,-50.2285,-50.7279,-45.1202,-136.295,-137.132,-136.029,-135.262,2.350004528570287,1.0009221913897108,1.4077849051201399,0.3605782680454754,0.0015319253675549543,0.0006483779851727056,8.620455737345775e-05,0.0008179117663763853
20211105T011831,-39.7849,-45.3684,-45.8341,-40.2097,-136.251,-136.956,-135.942,-135.29,0.0,1.2869305108118165,1.3860409887103657,0.21483634529872245,-1.0,0.002380160372192555,0.0003252877810648976,0.0025856071689969607
20211105T012007,-34.9034,-40.5018,-40.9309,-35.2893,-136.218,-136.814,-135.867,-135.312,0.0,1.682344749849724,1.6875225590177567,0.0,-1.0,0.00019988735655584365,3.668886757071508e-05,-1.0
20211105T012143,-30.0154,-35.6293,-36.0184,-30.3588,-136.195,-136.697,-135.801,-135.329,166.31790136275978,1.0,1.0,166.31790136275978,12.192433104819239,0.008370207283553517,0.05747950863974845,12.941650258950885
20211105T012319,-25.1221,-30.7505,-31.0963,-25.4193,-136.179,-136.598,-135.74,-135.344,2.137934611359176,1.3588498505900177,1.3482673330547137,0.41907012033851176,0.0026223578795573346,0.0005381219452374954,7.459213000420806e-05,0.0008189015381300513
20211105T012455,-20.2242,-25.8661,-26.1649,-20.4715,-136.168,-136.511,-135.683,-135.355,0.0,1.3015478964434621,1.640752295878997,0.23293492737361535,-1.0,0.0007106347830960338,0.00018945594659528086,0.0018565424387038676
20211105T012631,-15.3222,-20.9762,-21.2246,-15.5164,-136.162,-136.434,-135.628,-135.366,0.0,1.7922005022573047,1.4406458744540434,0.228513346428542,-1.0,0.0005058023142707189,5.245824561717372e-05,0.0010128532935234746
20211105T012807,-10.417,-16.0804,-16.2753,-10.5553,-136.158,-136.365,-135.576,-135.375,2.176335724846873,1.4146704630620066,1.5712318206118143,0.0,0.0035258278174553834,0.0003413855266385304,4.2673288986937566e-05,-1.0
20211105T012943,-5.5086,-11.1791,-11.3178,-5.5894,-136.158,-136.3,-135.523,-135.384,1.6461939197716973,1.7682660921088518,1.700619072102213,0.23771898003409275,0.00170235678534888,0.0003805511193809013,0.00015702602931081622,0.0008600929008518399
20211105T013119,-0.598,-6.2716,-6.3525,-0.6203,-136.158,-136.24,-135.472,-135.392,1.7520351208302822,1.555632802646532,1.40113506882181,0.16390735365481973,0.00041973575706063274,0.0008958586497453044,9.671347721946256e-06,0.0002532586474940773
20211105T013255,4.3149,-1.3585,-1.3808,4.3506,-136.159,-136.181,-135.421,-135.399,0.0,1.3638171987318324,1.4812042816178335,0.0,-1.0,0.0007410559497494578,0.00041593450513463406,-1.0
20211105T013431,9.2303,3.5604,3.596,9.3224,-136.161,-136.125,-135.369,-135.404,1.0,1.0,1.0,1.0,6188.14055607509,6153.211614926903,6171.459245616427,5980.524809474543
20211105T013607,14.1481,8.485,8.5768,14.294,-136.164,-136.07,-135.316,-135.409,1.0406328818430706,1.1788788099954266,1.1426401764178684,0.383129283504042,0.0004978733371408687,0.0005394638825722793,0.0001595932084175338,0.00036787315896516596
20211105T013743,19.0684,13.415,13.5602,19.2645,-136.167,-136.016,-135.261,-135.408,0.0,1.3842951432051658,1.3577139164603724,0.0,-1.0,0.00018293622345014288,3.819808713574354e-05,-1.0
20211105T013919,23.9908,18.3493,18.5444,24.2331,-136.171,-135.962,-135.203,-135.402,1.7216980197033356,1.4882659355975927,1.5458367518984362,0.40400644511139183,0.00022734978901346354,0.00016914868319081443,7.294303281084473e-06,0.0002451306158536063
20211105T014055,28.9152,23.2872,23.5279,29.1995,-136.174,-135.908,-135.14,-135.39,0.0,1.1852782277254341,1.205629151853238,0.0,-1.0,0.0009309731168236325,0.0008212153403354086,-1.0
20211105T014231,33.8412,28.2274,28.5096,34.1633,-136.178,-135.852,-135.069,-135.372,3.039923715513451,3.039923715513451,3.039923715513451,0.34960948889244187,0.014234981493388598,0.005075328891219829,0.005012792901636148,0.00183527781515156
20211105T014407,38.7681,33.1688,33.4881,39.1241,-136.184,-135.796,-134.989,-135.343,0.0,1.2533612425649128,1.671426436495293,0.5738152821942829,-1.0,6.314490226070147e-05,0.00167594329719424,0.0010214323125027694
20211105T014543,43.6954,38.1103,38.4628,44.0815,-136.191,-135.734,-134.893,-135.305,0.0,1.0,1.0934927989947765,0.4962003947093382,-1.0,0.024783086463098895,0.0010791332269975513,0.0076172441342961155
20211105T014719,48.6223,43.0507,43.4324,49.0353,-136.201,-135.667,-134.778,-135.25,3.1577415174288403,3.1577415174288403,1.8299053094717475,0.15428321528409683,3.102417160372163e-05,0.00038300763327021696,2.3550201037572426e-05,5.838524281354364e-05
20211105T014855,53.5479,47.9888,48.3965,53.9848,-136.216,-135.591,-134.635,-135.176,0.0,2.2236598376455263,2.2236598376455263,0.3528938095976379,-1.0,0.0007612063200346244,0.003601123080974248,0.001805989162866643
20211105T015031,58.4716,52.9237,53.354,58.9297,-136.236,-135.501,-134.452,-135.072,2.6452252564630045,0.0,1.3044077587949536,0.28688699199473283,0.0014852892165020247,-1.0,4.318742025801497e-05,0.0006453828958007416
20211105T015207,63.3926,57.8543,58.3043,63.8696,-136.265,-135.391,-134.21,-134.921,1.703881366259216,1.7291367082174434,1.7291367082174434,0.39985015571961013,0.0043946740763163355,0.0009222699656333356,0.0038326972926165893,0.002005073935692677
20211105T015343,68.3101,62.7799,63.2467,68.8036,-136.307,-135.246,-133.876,-134.693,1.0,1.0,1.0,0.16961117360148048,0.08286837349555681,0.015387039377758437,0.050640740833917695,0.0030749979628678487
20211105T015519,73.2236,67.6995,68.1798,73.7311,-136.374,-135.045,-133.388,-134.318,3.6675338269289415,0.0,1.1299779735518467,0.42222393577094997,0.0030519856078661343,-1.0,0.0002565767671109889,0.0019978468164625457
20211105T015655,78.1328,72.6124,73.102,78.6512,-136.484,-134.739,-132.611,-133.603,1.56244771341416,0.0,1.56244771341416,0.480222013701614,0.0034982645883663253,-1.0,0.0012498128126097693,0.0017107623184903745
20211105T015831,83.0364,77.5179,78.0101,83.5599,-136.697,-134.199,-131.187,-131.779,1.7171799987859844,0.0,1.494498073168668,2.100442584037275,0.0029509951413728575,-1.0,0.0004903925615251822,0.01181414705358574
20211105T020007,87.9317,82.4136,82.8913,88.4134,-137.235,-132.979,-127.791,-118.541,2.778550158255092,0.0,0.8339751455407396,0.0,0.0011141734089098,-1.0,0.00019313824891448902,-1.0
20211105T020143,89.5597,87.0528,86.5782,89.8517,31.1652,-127.412,-110.325,143.198,0.8058892409607514,0.0,0.8058892409607514,0.32618479264476197,0.010767845942710887,-1.0,0.009024843108968249,0.005078564240997287
20211105T020319,87.762,81.7039,82.2809,87.166,40.2511,25.816,36.7779,47.0268,0.0,0.0,1.1771222735147442,4.532873302805828,-1.0,-1.0,0.0005440862438453065,0.022619686707457214
20211105T020455,82.2874,76.8233,77.3998,82.9116,38.9524,40.782,44.7376,41.9607,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0
20211105T020631,77.4426,71.9483,72.5244,78.0487,40.3321,41.8945,44.5599,42.5742,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0
20211105T020807,72.5937,67.0813,67.6549,73.1914,41.0908,42.4085,44.4634,42.9114,3.7550965963870273,5.15645364006852,4.364731827534277,0.0,0.002047106866021482,0.002470130690183833,0.0022984273996012952,-1.0
20211105T020943,67.751,62.2236,62.7921,68.3417,41.5655,42.6997,44.3997,43.1262,0.0,11.878165472236406,0.0,0.0,-1.0,0.0004272787723914969,-1.0,-1.0
20211105T021119,62.9179,57.3725,57.9325,63.5005,41.8997,42.8822,44.3622,43.2881,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0
20211105T021255,58.093,52.5319,53.0794,58.6648,42.1389,43.0046,44.3313,43.4092,2.2561046615396587,0.0,2.2561046615396587,0.5619220190772206,0.0006274313633089732,-1.0,0.0020326747283982887,0.0006639873847980716
20211105T021431,53.2802,52.2522,52.799,53.8377,42.1524,43.0758,44.3217,43.4146,0.0,0.0,1.6964074314040167,0.5183295130971226,-1.0,-1.0,0.0004423724229931179,0.00024315604993137868
20211105T025006,-52.2285,-57.825,-58.4432,-52.8154,43.956,42.813,44.3112,45.5052,24.493010590324747,24.493010590324747,24.493010590324747,0.5961474962323505,0.00332491185079046,0.04534919453227812,0.023394804700917964,0.008267492189192378
20211105T025142,-56.9928,-62.5746,-63.2073,-57.5968,44.0859,42.7375,44.4021,45.8307,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0
20211105T025318,-61.7632,-67.3321,-67.9746,-62.3788,44.2589,42.6283,44.5359,46.2924,0.0,7.353405020025108,0.0,0.0,-1.0,0.001212043311217381,-1.0,-1.0
20211105T025454,-66.5397,-72.0981,-72.746,-67.1611,44.5069,42.459,44.7389,46.9954,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0
20211105T025630,-71.3226,-76.8728,-77.5217,-71.9436,44.9136,42.1639,45.0702,48.1992,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0
20211105T025806,-76.1123,-81.6559,-82.3,-76.7246,45.7137,41.5243,45.6804,50.7044,1.4244221358990732,1.9448512409085412,0.0,0.4811469921773928,0.020731612926411926,0.004094811110769735,-1.0,0.043503328936060744
20211105T025942,-80.9076,-86.4446,-87.0668,-81.4953,48.1243,39.1455,47.1172,58.9501,3.300299257747827,1.1222961719944184,2.1076320793105667,0.9407520634897948,0.0010097952757040793,0.001088989904086411,0.0016395238154908363,0.0016313031756102516
20211105T030118,-85.7043,-89.5895,-89.7367,-86.2033,168.389,24.2357,-119.987,166.224,1.8870664891624616,0.0,1.8870664891624616,1.0925706835364026,0.004133847788786163,-1.0,0.0030417128253180624,0.0017473922537205456
20211105T030254,-83.909,-89.3386,-88.716,-83.2781,-147.034,-172.509,-134.097,-140.6,0.6894130472204678,1.0,0.4945418275562465,0.21805007756250977,0.007493101988737363,0.03842834940665562,0.002052251954391843,0.009993779488950921
20211105T030430,-78.4732,-84.6283,-83.9226,-79.1007,-138.95,-145.303,-139.969,-134.669,1.0558956266298984,0.0,0.7680796446465961,0.5240683421355871,0.0001106050779881164,-1.0,0.0002511284249846775,0.002030749143741254
20211105T030606,-73.6563,-79.1368,-79.8046,-74.2668,-138.281,-142.394,-138.757,-135.385,1.0,1.0,1.0,0.11422684794118276,0.05721480741267573,0.02420406360620267,0.04144958671586237,0.006458193194882071
20211105T030742,-68.8301,-74.3308,-74.9679,-69.4218,-137.923,-140.596,-138.044,-135.771,3.8480812067027217,0.0,1.7828065621026574,0.0,4.879802025020161e-05,-1.0,3.714557150155857e-05,-1.0
20211105T030918,-63.995,-69.5102,-70.1212,-64.5656,-137.704,-139.645,-137.67,-135.977,0.0,0.0,1.173085611010468,0.0,-1.0,-1.0,0.0002678229888961684,-1.0
20211105T031054,-59.1517,-64.6796,-65.265,-59.6988,-137.559,-139.059,-137.438,-136.104,2.041386325303388,0.0,1.3040592086971308,0.0,0.0025025367721708833,-1.0,0.00031897133018070524,-1.0
20211105T031230,-54.3,-59.8412,-60.3998,-54.8209,-137.458,-138.662,-137.276,-136.189,5.094402271422515,1.0,0.884287399356695,0.5075735344618085,0.005354381119099007,0.021451768967718565,0.0005110083145468123,0.0016866118560945587
20211105T031406,-49.4405,-54.9951,-55.5251,-49.9322,-137.386,-138.377,-137.155,-136.25,6.642860140251028,0.0,6.642860140251028,1.2443559427059718,0.0015927751628954392,-1.0,0.0034871035652656343,0.003366200508002443
20211105T031542,-44.573,-50.1422,-50.6412,-45.0325,-137.333,-138.161,-137.059,-136.295,0.0,0.9112159991787846,1.2693912447085423,0.0,-1.0,0.00011023496189174434,0.00025236006607284194,-1.0
20211105T031718,-39.6984,-45.2823,-45.7476,-40.1224,-137.295,-137.993,-136.979,-136.329,0.0,1.1103396883559657,1.2875625049998805,0.2241027809606404,-1.0,0.00021667274230902035,0.00023448835262367801,0.0008205572508041606
20211105T031854,-34.817,-40.4163,-40.8448,-35.202,-137.268,-137.857,-136.91,-136.357,0.0,1.0983693482047228,1.4974065123815687,0.0,-1.0,0.0008334681672723027,4.92677823320379e-05,-1.0
20211105T032030,-29.9298,-35.5439,-35.9324,-30.2721,-137.249,-137.745,-136.848,-136.379,0.0,1.222406130688905,1.2855593483251386,0.1819101834157222,-1.0,0.00042313990487116547,2.018076573366248e-06,0.0012194214659142803
20211105T032206,-25.0372,-30.6661,-31.011,-25.3331,-137.236,-137.65,-136.792,-136.397,0.0,1.147336684070768,1.8585628455217413,0.2289740304535412,-1.0,0.0002482873625854139,0.0002505727290906002,0.0008544457764107026
20211105T032342,-20.14,-25.7825,-26.0802,-20.3857,-137.229,-137.567,-136.738,-136.413,0.0,1.1448978310374756,1.4168784521329294,0.0,-1.0,7.158397147220149e-05,6.156481271050058e-05,-1.0
20211105T032518,-15.2385,-20.8932,-21.1402,-15.4309,-137.226,-137.494,-136.687,-136.427,0.0,1.6019549561689252,1.741735317792226,0.20106162870555308,-1.0,0.00038685929819774815,0.00012950879333528117,0.0007566593178053983
20211105T032654,-10.3337,-15.998,-16.1911,-10.4701,-137.226,-137.428,-136.637,-136.439,0.0,1.5010760420115303,1.6130591566490755,0.0,-1.0,0.00027564107196140436,6.103565917832014e-05,-1.0
20211105T032830,-5.426,-11.097,-11.2338,-5.5046,-137.227,-137.366,-136.588,-136.451,0.0,2.6950656486302607,2.7129451804015137,0.36125951025778397,-1.0,0.006270182891133722,0.0011521909082363368,0.01285929362894329
20211105T033006,-0.5159,-6.1901,-6.2688,-0.5359,-137.229,-137.309,-136.54,-136.462,2.137726103434864,1.2469171203098404,1.183068696567415,0.24011754715977948,0.0059700221326947165,0.0010383890261746126,0.000162082647142652,0.0014367216392321268
20211105T033142,4.3965,-1.2774,-1.2974,4.4346,-137.234,-137.253,-136.491,-136.473,0.0,1.1807401607843908,1.0643243227667558,0.0,-1.0,0.00010266802344267282,7.180765428699414e-05,-1.0
20211105T033318,9.3114,3.6412,3.6793,9.406,-137.238,-137.199,-136.442,-136.481,1.0,1.0,1.0,0.07132780814642926,0.11812898416940838,0.009465616463530018,0.05719254933798268,0.008447863866341498
20211105T033454,14.2288,8.5656,8.6599,14.3772,-137.244,-137.148,-136.393,-136.488,1.9035546302985265,1.227879590818133,1.2285873749647425,0.14720256957560537,0.0015218311146078475,0.00021693750604278444,0.00032268808670074723,0.0015900533360882576
20211105T033630,19.1487,13.4953,13.6431,19.3472,-137.251,-137.096,-136.341,-136.493,2.7343670537202027,1.5357435053804702,1.5929927483797657,0.27302017104968174,0.0013355326526453748,0.0002850385366329556,0.0003703791547041652,2.5888077406866915e-06
20211105T033806,24.0709,18.4295,18.6272,24.3155,-137.257,-137.045,-136.286,-136.492,2.5626033634837726,1.3417188584753155,1.320968568014032,0.32107471864502635,0.011851452727746542,0.001351664033493877,0.0006949919878019946,0.0004258742755245636
20211105T033942,28.9951,23.3673,23.6106,29.2817,-137.264,-136.995,-136.227,-136.483,2.1327038431137293,1.4414261951886982,1.4414261951886982,0.3425021904013838,0.0036633570429209774,0.0010456031345503435,0.0023120671469194333,0.0008276995406117885
20211105T034118,33.9211,28.3076,28.5923,34.2453,-137.272,-136.943,-136.159,-136.468,0.0,1.9610152220812767,1.9610152220812767,0.45445806283499307,-1.0,0.0020489564953499735,0.002507584680551847,0.0010757034789034478
20211105T034254,38.8481,33.2492,33.5709,39.206,-137.281,-136.89,-136.083,-136.445,0.658215728686318,1.0,0.44925077488609494,0.20844140111159115,0.0035283199437356576,0.01056101304935881,0.00016552232789745708,0.006382674242172511
20211105T034430,43.7756,38.1909,38.5456,44.1635,-137.293,-136.832,-135.991,-136.411,1.7343940277967635,1.1712476848241276,1.7343940277967635,0.6361442262050039,0.009476472908867686,0.0020967742663416836,0.0004107203918387285,0.0010361157318185825
20211105T034606,48.7027,43.1316,43.5154,49.1175,-137.308,-136.771,-135.881,-136.363,0.0,1.9363162702411272,1.9363162702411272,1.4077428992773227,-1.0,0.00766166539047521,0.001238940566755738,0.008344911237450622
20211105T034742,53.651,48.0703,48.4798,54.0871,-137.329,-136.7,-135.743,-136.274,1.4634486365848152,1.4190396764291886,0.9148111356223408,0.33173317948954095,0.012801373212311442,0.005517958496398121,0.0012323840396659131,0.0034500014845335394
20211105T034918,59.5212,53.0264,53.4546,59.5587,-135.889,-136.605,-135.551,-134.214,0.0,0.0,1.5488266093083398,0.3232702637728418,-1.0,-1.0,0.0001582375580201606,0.0037958769510366606
20211105T035054,64.682,58.72,58.7113,64.0736,-132.925,-135.877,-134.333,-131.202,1.2661945713611642,0.0,1.8868622826139316,0.41348707628326525,0.009229818552753606,-1.0,0.0006883235693823834,0.015372195423905818
20211105T035230,68.7532,63.9796,63.4208,68.86,-132.643,-134.393,-132.961,-130.168,3.182559136075001,0.0,1.6482445959706054,0.31377576902821563,0.0003090096109237068,-1.0,4.5034792812956374e-05,2.5624645584716627e-05
20211105T035406,73.612,67.9218,67.9036,73.5487,-131.786,-132.926,-130.16,-128.213,0.0,0.0,1.5551095980291734,0.6886792224282229,-1.0,-1.0,1.4553156186316533e-05,0.00014156478893435814
20211105T035542,78.5019,72.7787,72.6056,78.3821,-129.481,-132.041,-128.691,-124.398,1.909637628438139,0.0,2.215397326651117,1.2002737824234115,0.0027470846328531695,-1.0,0.00048549522817348923,0.002678074656678908
20211105T035718,83.3383,77.6614,77.4376,83.0826,-123.773,-130.001,-125.359,-115.242,2.002471091223296,0.0,0.6255379924722279,0.4054203503205272,0.010291146747398058,-1.0,0.0008443295987247586,0.0007124983961924305
20211105T035854,87.7895,82.4997,82.1649,86.9882,-92.5472,-125.285,-117.904,-77.2741,2.24883117524645,0.0,2.24883117524645,0.4970418848004506,0.003466858223143551,-1.0,0.010209525790475125,0.002191904796736805
20211105T040030,88.4405,85.6478,86.26,88.4421,-8.5969,-104.735,-91.0205,6.7362,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0
20211105T040206,86.3843,81.0455,80.6331,87.0257,29.3489,12.0355,23.1511,33.9281,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0
20211105T040342,81.9514,76.1979,76.1223,81.383,39.0386,31.6341,36.2893,42.9604,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0
20211105T040518,77.1005,71.7474,72.2312,77.0279,39.8783,39.305,43.0029,43.1728,1.019476717514737,0.0,1.019476717514737,0.4314975615996872,0.012335133421338743,-1.0,0.015986263793759278,0.014986380644596927
20211105T040654,72.471,66.9882,67.5609,72.9695,40.114,41.4601,43.4486,42.207,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0
20211105T040830,67.6576,62.1282,62.6961,68.2469,40.5708,41.7083,43.3873,42.1246,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0
20211105T041006,62.822,57.2768,57.8363,63.4035,40.8853,41.8744,43.3363,42.2683,4.082169271421682,1.0167726447889887,4.082169271421682,0.6473794680059497,0.0049025176916882305,0.003774116381150749,0.013470495765729569,0.003985483839062813
20211105T041142,57.9966,52.435,52.9819,58.5674,41.1137,41.9835,43.3013,42.3793,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0
20211105T041318,53.1824,52.3136,52.8602,53.739,41.1302,42.0553,43.3005,42.3878,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0
20211105T044853,-52.3082,-57.9033,-58.5237,-52.8971,42.8316,41.6814,43.1889,44.3816,1.2932329116002401,0.0,0.8072401124552921,0.6074093534715123,0.0021422640160774177,-1.0,0.0018510471601443357,0.005822572938447019
20211105T045029,-57.0726,-62.6499,-63.2847,-57.6787,42.9509,41.5874,43.2703,44.6974,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0
20211105T045205,-61.8398,-67.41,-68.0551,-62.4576,43.1093,41.4657,43.3878,45.1457,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0
20211105T045341,-66.6192,-72.176,-72.8268,-67.243,43.3375,41.2699,43.5764,45.8314,0.8578966711261582,1.0,0.8578966711261582,0.8447445139972637,0.015595185036109604,0.015896478283567748,0.013539921501545097,0.04012059545772011
20211105T045517,-71.4024,-76.95,-77.6024,-72.0261,43.7108,40.9264,43.8831,47.0079,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0
20211105T045653,-76.1917,-81.7324,-82.3812,-76.8071,44.4475,40.1829,44.4494,49.4691,2.4649652163992104,2.9288594821801,11.86674387685694,0.0,0.0008166587989099949,0.0019686311760285726,0.0396526686751748,-1.0
20211105T045829,-80.9872,-86.5188,-87.1503,-81.5787,46.6952,37.3784,45.7946,57.6946,3.2008566406019097,0.0,1.4118850391034898,1.7566371865025852,0.004179336455001357,-1.0,7.650697170121916e-05,0.0038805687393231886
20211105T050005,-85.7847,-89.5994,-89.6772,-86.2892,170.848,18.4563,-120.289,173.733,6.309892129613737,0.0,1.715396119181865,0.8927552728029328,0.008648644398779604,-1.0,0.0005005673327907653,0.0022469779162434056
