start_time,V0_LAT,V1_LAT,V2_LAT,V3_LAT,V0_LON,V1_LON,V2_LON,V3_LON,Na/Si,Al/Si,Mg/Si,Ca/Si,Na/Si_uncer,Al/Si_uncer,Mg/Si_uncer,Ca/Si_uncer
20211101T000001,-76.5418,-82.1441,-82.6796,-77.0671,102.727,98.46,102.422,108.328,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0
20211101T000137,-81.3251,-86.9332,-87.3421,-81.8072,108.751,99.2321,105.881,121.515,0.0,1.0,0.0,0.8060683682553337,-1.0,0.012093532749316788,-1.0,0.004598786201446284
20211101T000313,-86.0767,-89.7104,-89.6412,-86.3874,172.711,-160.872,-136.487,150.317,1.1214112094829747,0.0,1.1214112094829747,0.7087019409940427,0.00014635090859698113,-1.0,8.66072110578412e-05,8.346266164581677e-05
20211101T000449,-83.4149,-88.7024,-88.2363,-82.7807,-96.7792,-123.644,-90.8537,-90.72,2.7236684043626136,0.0,2.7236684043626136,0.8711419166209128,0.003996273856667572,-1.0,0.011166626085464159,0.00047339897415922414
20211101T000625,-78.0023,-84.1449,-83.4401,-78.6251,-87.4775,-94.5927,-89.5142,-83.8926,0.8317990110654703,0.0,0.8317990110654703,0.5588093946149549,0.0018827100688580194,-1.0,0.000810723337099997,0.0008604178705732894
20211101T000801,-73.2026,-78.6908,-79.3532,-73.8013,-86.0839,-90.7655,-87.1413,-83.4972,1.3555901613797017,0.0,1.3555901613797017,0.50530378086931,0.0005109427540947726,-1.0,0.0002577598094971069,4.70639826700827e-05
20211101T000937,-68.3921,-73.9125,-74.538,-68.9692,-85.3101,-88.3016,-85.6827,-83.2743,2.8220057633120215,1.494428473572996,1.494428473572996,0.4159299429435604,0.0005405606916691347,0.00014530644048684328,0.0004142033612834338,1.7059182183473457e-05
20211101T001113,-63.5737,-69.1146,-69.7113,-64.1285,-84.8194,-86.9629,-84.9027,-83.1283,0.0,1.117221150597342,1.3062724080651535,0.38784046606685785,-1.0,0.0004405750183744007,9.376995338503065e-05,2.4129487159882054e-05
20211101T001249,-58.7486,-64.3057,-64.8756,-59.2794,-84.4805,-86.1217,-84.4115,-83.0221,0.0,1.021942289001541,1.1386494580861046,0.0,-1.0,0.00014146338309247523,4.1437892305170755e-05,-1.0
20211101T001425,-53.9174,-59.4892,-60.0319,-54.4219,-84.2328,-85.5421,-84.0682,-82.9395,0.0,1.2875780290552767,1.1020233724270552,0.36989641845464427,-1.0,6.546204722139286e-05,6.298764208000867e-05,0.00019593819156271645
20211101T001601,-49.0803,-54.6666,-55.1805,-49.5559,-84.0442,-85.1171,-83.8108,-82.872,0.0,1.1464184388885705,1.1183714657493222,0.8247631918350932,-1.0,0.00037103688147553703,0.00025087062558202606,0.005775285966495571
20211101T001737,-44.2379,-49.8383,-50.3214,-44.6815,-83.896,-84.7907,-83.6074,-82.8145,0.0,1.1172264781795578,1.0800128803352476,0.0,-1.0,0.00022134615490902932,0.0001337013718833622,-1.0
20211101T001913,-39.3904,-45.0051,-45.4546,-39.7988,-83.7765,-84.5306,-83.4395,-82.764,0.0,1.225060276283405,1.1683780267396964,0.21214263794440041,-1.0,4.036171094371062e-05,2.0774967937161725e-05,0.0012241082031796532
20211101T002049,-34.538,-40.167,-40.58,-34.9078,-83.6784,-84.3166,-83.2958,-82.7189,1.2275508872144065,1.2595981078826364,1.2097532618698856,0.22086044803603977,0.0008248019601288086,7.632110620434533e-05,5.6770865534245384e-05,0.00024464154237899646
20211101T002225,-29.6809,-35.324,-35.6974,-30.009,-83.5967,-84.1364,-83.1696,-82.6781,3.903917213270557,1.2691696955513974,0.9225809083234016,0.43606711184765945,0.0003122886228961249,0.0001483398047591612,0.00019274500600978826,0.0012279081543859576
20211101T002401,-24.8205,-30.4758,-30.8066,-25.1032,-83.5267,-83.9811,-83.0563,-82.6393,1.1005259457700385,1.2331881570058507,1.3178342041858386,0.264808435186272,0.0032218463309380023,0.0007536789429353636,0.0007291961921437036,0.00221534793559562
20211101T002537,-19.9563,-25.6237,-25.9083,-20.1908,-83.466,-83.8432,-82.9507,-82.6027,0.0,1.3232055645119412,1.0790057454463355,0.25885962835582493,-1.0,0.00039713546357932387,0.0002362841465330113,0.001736654704492896
20211101T002713,-15.0888,-20.7663,-21.0021,-15.2722,-83.4126,-83.719,-82.8516,-82.5676,0.0,1.3354920491648874,1.481320870210292,0.0,-1.0,0.00027946606654479964,0.0009371146254180449,-1.0
20211101T002849,-10.218,-15.9038,-16.088,-10.3484,-83.3643,-83.605,-82.7568,-82.5331,1.6008177469264875,1.4405750080204418,1.3270057386182208,0.3145216894436591,0.00442497723704356,0.00019357292259030662,0.00039095030480081164,0.0001059228782254435
20211101T003025,-5.3445,-11.0357,-11.1664,-5.4205,-83.3196,-83.4983,-82.6649,-82.4984,0.0,1.4533091930418385,1.2306675980231576,0.0,-1.0,7.7189743163261e-05,0.00020467493573253476,-1.0
20211101T003201,-0.4683,-6.162,-6.2381,-0.4895,-83.277,-83.3966,-82.5743,-82.4628,0.0,1.3949940239084093,1.2500911261939507,0.0,-1.0,0.0002345414428645824,0.0003830231462123802,-1.0
20211101T003337,4.4108,-1.2825,-1.3037,4.4438,-83.2356,-83.2983,-82.4839,-82.4253,0.0,1.2873908351746166,1.081629706290696,0.2933470319021562,-1.0,0.0006226930178608853,0.00011928997341298898,0.0020680037267087003
20211101T003513,9.2929,3.603,3.6359,9.3785,-83.1945,-83.2021,-82.3926,-82.385,0.0,1.2593176964457633,1.1972890311835644,0.0,-1.0,0.0005903638679670186,4.508801470603136e-05,-1.0
20211101T003649,14.1781,8.4943,8.5796,14.3138,-83.1524,-83.1072,-82.2995,-82.3402,0.0,1.3929834542604214,1.5885296987584703,0.0,-1.0,0.0005654643206598907,0.0006217729367483304,-1.0
20211101T003825,19.0666,13.3911,13.5263,19.2492,-83.109,-83.0115,-82.202,-82.2899,0.0,1.2407053332662428,1.1362658933396088,0.2494318752062578,-1.0,0.00030822797051820525,0.0006420182785281468,0.00016305134452422213
20211101T004001,23.9584,18.2931,18.475,24.1844,-83.0632,-82.9147,-82.0992,-82.2318,0.0,1.3439387407994687,1.8215461994968105,0.20200200265763518,-1.0,0.00039769911851930624,0.0009542154901959544,0.0007704367085770308
20211101T004137,28.8534,23.1997,23.4244,29.1189,-83.0142,-82.8149,-81.9879,-82.1636,0.0,1.2198293142619048,1.258874457780056,0.285905799935646,-1.0,9.765043724886888e-05,0.0002938652939834242,0.0015633010468293176
20211101T004313,33.7515,28.1101,28.3737,34.0524,-82.9612,-82.7102,-81.865,-82.0829,1.869589649464406,1.2983463538052467,1.160860068686084,0.24825302174686412,0.0049984214881552864,0.0008733699418833195,0.0003395577486359772,0.005516286015759598
20211101T004449,38.6523,33.0234,33.3217,38.9848,-82.9025,-82.5987,-81.7266,-81.9854,0.0,1.2660206517270878,1.3247882906964579,0.16013729693839676,-1.0,0.000257076546190519,6.46007917880632e-05,0.00047683804595515823
20211101T004625,43.5554,37.9387,38.2678,43.9156,-82.8368,-82.4765,-81.5665,-81.8661,0.0,1.2087525103127421,1.1521250175376205,0.0,-1.0,0.0005508152373075852,0.00011433782603500004,-1.0
20211101T004801,48.4602,42.8551,43.2112,48.8448,-82.7606,-82.3398,-81.3774,-81.7167,0.0,1.3405394045594448,1.2065147072459137,0.35525239915474965,-1.0,0.00026199048105880827,4.964676883200366e-05,0.0003933516696087692
20211101T004937,53.3661,47.7717,48.1511,53.7717,-82.6708,-82.1814,-81.1473,-81.5259,0.0,1.6025824692079476,1.6025824692079476,0.3218011838207731,-1.0,0.0008726946275902513,0.008419290406633568,0.006935077478698168
20211101T005113,58.2726,52.6875,53.0867,58.6959,-82.5614,-81.9928,-80.8598,-81.2751,0.0,0.0,1.126980851238827,0.6873245579624206,-1.0,-1.0,0.00029330640915455004,0.006439008258909916
20211101T005249,63.1791,57.6018,58.0171,63.617,-82.4186,-81.7595,-80.4881,-80.9282,0.0,1.0,0.7276044271211692,0.305770746811824,-1.0,0.008558475282627055,0.007635596234471035,0.007936544243397015
20211101T005425,68.085,62.5135,62.9414,68.5339,-82.2229,-81.4533,-79.9828,-80.4224,1.9889369074654213,2.2173199900189084,2.2173199900189084,0.7384759158166571,0.0009676291180634462,0.0003476501911196105,0.0013005584109189931,9.048961460956831e-05
20211101T005601,72.9896,67.4217,67.8578,73.4451,-81.9237,-81.0288,-79.2574,-79.6129,0.9411413322759263,1.0,0.6285426007557056,0.34534544282218566,0.010927491867891811,0.015129708036682383,0.00012441312290030083,0.001948244753831491
20211101T005737,77.8916,72.3253,72.7637,78.3462,-81.4114,-80.3815,-78.1193,-78.1322,2.680447512788997,1.680382242061168,1.680382242061168,0.5881880229231187,0.0007258595333771367,4.8651982082598443e-05,0.0010854143333219421,0.0003499870347944847
20211101T005913,82.7898,77.2209,77.6512,83.2248,-80.2155,-79.2718,-76.096,-74.4976,1.311593395548769,1.0,1.311593395548769,0.49240838380441776,0.01690809553476077,0.009833967305570221,0.026765086946641786,0.02788684882808184
20211101T010049,87.6698,82.1024,82.4977,87.9389,-74.0947,-76.8049,-71.4364,-53.5204,0.7699817340989326,0.7225825293628461,0.7699817340989326,0.3642212050071939,0.012078128851897359,0.05067607873874331,0.049087282854192824,0.024117798716167316
20211101T010225,89.5518,86.9195,86.7271,89.607,67.0628,-66.6226,-51.1202,87.4652,1.0,1.0,1.0,0.045582264561753356,0.07961158354297353,0.16825248824956632,0.03876296195436045,3.3528162195475294e-05
20211101T010401,87.8737,82.5002,81.9284,87.3794,89.1183,68.6344,80.6957,94.0018,0.0,1.0,1.0,0.11637366649115838,-1.0,0.015583293628480068,0.049826936366273375,0.006431081274070843
20211101T010537,83.1214,77.0618,77.6156,82.7177,89.5769,89.9434,94.3097,94.1618,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0
20211101T010713,77.6825,72.1871,72.73,78.2651,91.559,92.4663,95.3403,93.8486,0.9750132384633343,2.90478267442024,0.9750132384633343,0.0,0.05795320589767766,0.0013301131658521466,0.0843003682993907,-1.0
20211101T010849,72.8368,67.3141,67.8475,73.4004,92.7405,93.636,95.8114,94.5924,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0
20211101T011025,67.9881,62.4453,62.9682,68.5373,93.4907,94.3111,96.0897,95.0696,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0
20211101T011201,63.1423,57.5822,58.0923,63.6779,94.0095,94.7473,96.2747,95.4062,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0
20211101T011337,58.3027,52.7253,53.2197,58.8233,94.3915,95.0523,96.4108,95.6614,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0
20211101T011513,53.4701,50.5454,51.0316,53.9733,94.5471,95.2766,96.5172,95.7683,1.524632215710742,1.199276438073411,1.199276438073411,0.5839534074403675,0.00024355398047813293,0.001096499897564761,0.006185212250646166,0.0027450234125066778
20211101T014934,-49.0134,-54.6533,-55.1822,-49.5105,97.428,96.4717,97.8628,98.9076,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0
20211101T015110,-53.7864,-59.4141,-59.9607,-54.3041,97.6655,96.5412,98.0664,99.3157,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0
20211101T015246,-58.5622,-64.1797,-64.7389,-59.0952,97.9732,96.6271,98.338,99.8662,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0
20211101T015422,-63.3412,-68.9505,-69.5169,-63.8837,98.3987,96.7389,98.7171,100.655,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0
20211101T015558,-68.1232,-73.7269,-74.294,-68.6686,99.0384,96.8951,99.2804,101.883,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0
20211101T015734,-72.9076,-78.5087,-79.0664,-73.4474,100.139,97.1337,100.198,104.068,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0
20211101T015910,-77.6926,-83.2958,-83.8192,-78.2122,102.534,97.5627,101.952,109.032,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0
20211101T020046,-82.4716,-88.0788,-88.3399,-82.934,112.022,98.6185,106.606,129.846,1.9596916033825686,3.786590689916012,0.0,0.8947401301980052,0.0003940746349816032,0.00042051964961879686,-1.0,0.0029789167757732107
20211101T020222,-86.8164,-89.7186,-89.5984,-86.3516,170.29,-165.165,-139.584,148.492,0.0,1.1675671751902554,0.8653830080225108,0.43287645369944006,-1.0,0.0003313061248335949,0.00039040078812740465,0.0016289266066470713
20211101T020358,-81.6339,-87.6964,-87.0878,-82.0312,-90.7779,-105.783,-88.9482,-85.6901,0.0,0.9977846005446972,0.7778527584105622,0.23961762788131558,-1.0,0.0001675213655807357,0.00022956686480113706,0.0003935640205560448
20211101T020534,-76.8496,-82.2861,-82.9969,-77.4683,-88.1923,-95.8572,-90.7677,-84.9173,0.0,1.249409408535787,0.8823230545417209,0.22390784662424312,-1.0,0.00023687742142023324,9.968989863952347e-05,0.0006297812853795252
20211101T020710,-72.0474,-77.5437,-78.1982,-72.6429,-86.9881,-91.1542,-87.8421,-84.5637,0.0,1.2256484432511494,0.747377872558187,0.13553653373342456,-1.0,0.00032965368304881045,0.00010301394525745652,0.0005555619896615643
20211101T020846,-67.2357,-72.76,-73.3802,-67.8092,-86.2916,-89.0469,-86.5931,-84.3544,0.0,1.2952003064978712,0.8322012734063162,0.12763761921406405,-1.0,0.0002476045373162754,0.00014505887733345374,0.0004690070139966518
20211101T021022,-62.416,-67.9598,-68.5517,-62.9667,-85.8393,-87.8506,-85.8908,-84.2137,0.0,1.3224868496293725,0.8159850792786004,0.13141264478910328,-1.0,0.00027317931714318587,6.555546813428455e-06,0.00038853605218990765
20211101T021158,-57.5898,-63.1494,-63.7143,-58.1158,-85.5218,-87.0793,-85.4358,-84.1097,0.0,1.248551621335033,0.8238116976435579,0.11431051267227402,-1.0,0.00018789502163961565,7.091212313693519e-05,0.00041543111045132925
20211101T021334,-52.7574,-58.3316,-58.8688,-53.2564,-85.287,-86.5387,-85.1118,-84.0276,0.0,1.2752761008839468,0.8086309590390042,0.09602043589564309,-1.0,0.00017519456227064304,0.0001022065936851888,0.00045946355729819627
20211101T021510,-47.919,-53.5078,-54.0156,-48.3882,-85.1069,-86.1371,-84.8653,-83.9604,0.0,1.237851164975304,0.8000842761132179,0.08342581294965519,-1.0,0.0002385509318288688,0.0002641816737638052,0.0003965267895061109
20211101T021646,-43.0751,-48.6781,-49.1544,-43.5114,-84.9643,-85.8261,-84.6689,-83.9025,0.0,1.2945603597753328,0.849677391312943,0.09687312209275253,-1.0,0.0002698108944552806,0.0002716370309016072,0.00019953860845609627
20211101T021822,-38.2262,-43.8435,-44.2854,-38.6264,-84.8485,-85.576,-84.505,-83.8514,0.0,1.2840812865842672,0.7886376970192776,0.09520739303646986,-1.0,0.00022378359648574954,7.736807792440951e-05,0.00032366435510368017
20211101T021958,-33.3722,-39.0039,-39.4085,-33.733,-84.753,-85.3688,-84.3638,-83.8058,0.0,1.314030749780348,0.8410166913094471,0.06256886389781194,-1.0,0.0002726513841466232,0.0003919709445483048,0.00036784779892534426
20211101T022134,-28.5138,-34.1592,-34.5233,-28.8318,-84.673,-85.1934,-84.2392,-83.7641,0.0,1.339789066040526,0.9101981405427721,0.0,-1.0,0.00020989661168092,0.0007697809399534936,-1.0
20211101T022310,-23.6518,-29.3095,-29.63,-23.9237,-84.6041,-85.0412,-84.1264,-83.7247,0.0,1.3603875172927713,0.9627216193406881,0.05522995801585993,-1.0,0.00019621405779057617,0.000900652385138836,0.00035986332360506514
20211101T022446,-18.7863,-24.4554,-24.729,-19.0089,-84.5438,-84.9056,-84.0212,-83.6869,0.0,1.3419678724590338,1.0060049202216175,0.0529059184964917,-1.0,0.00019716623085583461,0.00116403987933992,0.000501745627317079
20211101T022622,-13.9171,-19.5963,-19.8201,-14.0882,-84.4907,-84.7823,-83.9214,-83.6509,0.0,1.3006240523404786,0.9589982141476976,0.0,-1.0,0.00023325922352713792,0.0008452698454049685,-1.0
20211101T022758,-9.0449,-14.7315,-14.9032,-9.1624,-84.4423,-84.6691,-83.8264,-83.6154,0.0,1.371682347585293,1.0462073363897801,0.1195331989242426,-1.0,0.0002035000562040768,0.0005755386557921241,0.00028372232245179224
20211101T022934,-4.1699,-9.8612,-9.979,-4.2328,-84.397,-84.5626,-83.7337,-83.5793,0.0,1.3691038814461922,1.1972362697125154,0.0,-1.0,0.0002454024366223748,0.00172107946452992,-1.0
20211101T023110,0.708,-4.9853,-5.0482,0.7,-84.3536,-84.4605,-83.642,-83.5422,0.0,1.3146206308379942,1.078432324354416,0.08589644607685153,-1.0,0.0002439783307861727,0.0012558478145450545,0.000824884301709147
20211101T023246,5.5888,-0.1033,-0.1113,5.6348,-84.3111,-84.3616,-83.5503,-83.503,0.0,1.297688813422432,1.341415615135431,0.09970508881762224,-1.0,0.00017236541234042754,0.001669705120880033,0.0003633169802950833
20211101T023422,10.4727,4.7846,4.8305,10.5707,-84.2688,-84.2644,-83.4574,-83.4608,0.0,1.3374432968566103,0.9509966207828453,0.12231204975472963,-1.0,0.000142374847036942,0.0003660797211986455,0.00030917963871196193
20211101T023558,15.3598,9.6784,9.7762,15.5073,-84.2253,-84.1683,-83.3623,-83.4138,0.0,1.33358464648283,0.8146704703078039,0.1710898225396327,-1.0,0.0003227358148471495,7.976494162227835e-05,0.001075470544497573
20211101T023734,20.2502,14.5778,14.7247,20.4438,-84.18,-84.0715,-83.2628,-83.3604,0.0,1.2902333656044944,0.8514307137301775,0.07654984442379582,-1.0,0.0002607342282208732,0.0002936954252288223,0.0010965406107554148
20211101T023910,25.144,19.4821,19.6748,25.38,-84.1323,-83.9726,-83.1568,-83.299,0.0,1.194346211572464,0.8436224495221698,0.05858269848631261,-1.0,0.0004000962013929482,7.653690099144191e-05,0.00045058673079661143
20211101T024046,30.041,24.3909,24.6254,30.3154,-84.0808,-83.8707,-83.042,-83.2267,0.0,1.1533208968058548,0.9096526638766861,0.0,-1.0,0.00025064652996956377,4.058490974882048e-06,-1.0
20211101T024222,34.9409,29.3033,29.5757,35.2498,-84.0248,-83.763,-82.9143,-83.1407,0.0,1.1860526434713814,0.960974604101855,0.0,-1.0,0.00018303106010663959,0.0002637275881071377,-1.0
20211101T024358,39.8433,34.2183,34.5245,40.1829,-83.9628,-83.6474,-82.7696,-83.0367,0.0,1.1918737916350222,0.94338055519149,0.0,-1.0,0.00016142346825632792,0.0005645823224062057,-1.0
20211101T024534,44.748,39.135,39.4711,45.1145,-83.8927,-83.5204,-82.6017,-82.909,0.0,1.1719465575677528,0.9473218406090089,0.0,-1.0,0.00019146335886617837,0.0003315606110363279,-1.0
20211101T024710,49.6543,44.0527,44.4148,50.0442,-83.8115,-83.377,-82.4019,-82.7487,0.0,1.2039284856412305,1.052491369001431,0.12460030134866873,-1.0,0.0003099358987704333,0.00047575945298813417,0.0008325240264976913
20211101T024846,54.7366,48.9702,49.3547,55.1106,-83.5325,-83.2102,-82.1576,-82.3103,0.0,1.1316723573372907,0.9710221922067668,0.09102131791275882,-1.0,9.263168043436711e-05,0.001232590570707905,0.0022124696195209466
20211101T025022,60.5274,54.0416,54.398,60.3862,-81.4711,-82.8972,-81.6907,-79.672,0.0,1.1546882628683177,0.9375378888002077,0.0,-1.0,0.0002113856174072253,0.00012950666447480245,-1.0
20211101T025158,64.8146,59.6961,59.5217,65.3968,-78.9505,-81.8092,-80.1952,-77.2717,0.0,1.202141369323894,0.928948093909874,0.11904704412101644,-1.0,0.00017997119363777274,0.00040428473469821907,0.002132621169656013
20211101T025334,69.5241,64.1182,64.6114,69.4565,-78.4153,-78.794,-76.6321,-75.5036,0.0,1.2514747154767834,1.197687512410464,0.09557218121735349,-1.0,0.0005458752274379958,0.0006285700026512284,0.001809525550965067
20211101T025510,74.3995,68.6838,68.5043,74.2904,-76.5782,-78.6498,-75.8944,-72.7879,0.9947631817822516,1.1519763263964455,1.323280818138824,0.1925495471411709,0.0010191027879258422,0.00012698787360570913,0.0013549876375941133,0.0009759807452834291
20211101T025646,79.247,73.5565,73.3391,79.0585,-73.0543,-76.9741,-73.4454,-67.6365,0.0,0.7175982441382045,0.5846371425448346,0.2210947750356685,-1.0,0.00020759046050306156,2.8073202281404043e-05,0.0026567503700064164
20211101T025822,83.9837,78.4053,78.1189,83.5997,-63.8757,-73.8763,-68.9782,-54.8712,0.0,1.502008854497321,1.7527349079964485,0.6484657071896504,-1.0,0.00023790726186106775,0.0008186816506339361,0.005094796287016928
20211101T025958,87.3527,83.167,82.7249,87.7721,-31.6474,-66.3981,-58.675,-13.5363,0.8573711475313129,0.0,0.7917714602048981,0.0,0.0012707558684096443,-1.0,0.0012012088076635218,-1.0
20211101T030134,87.8936,84.5807,85.2394,87.894,51.575,-22.106,-6.3048,62.4269,1.0,1.0,1.0,0.12072597765816839,0.04016878913617779,0.24340873658391493,0.0952617332368709,0.10847462730447537
20211101T030310,85.2771,80.2435,79.7921,85.9466,84.7846,67.518,75.6072,89.3779,1.7716113822370967,0.0,1.7716113822370967,0.0,0.008240177945964733,-1.0,0.0017759680649908475,-1.0
20211101T030446,81.0451,75.4324,75.4922,80.5964,89.9758,83.6629,88.1989,93.6609,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0
20211101T030622,76.3075,70.9922,71.5387,76.3713,90.844,90.8005,94.2106,93.8153,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0
20211101T030758,71.643,66.1194,66.6515,72.2088,91.8369,92.722,94.7403,93.6078,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0
20211101T030934,66.7981,61.2518,61.7731,67.3453,92.5227,93.321,95.0253,94.0485,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0
20211101T031110,61.9538,56.3904,56.8981,62.4873,93.0052,93.7234,95.2019,94.3664,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0
20211101T031246,57.1164,51.5353,52.0267,57.6342,93.3652,94.0087,95.3335,94.6095,0.0,1.0,0.46645948091623574,0.9768201497332145,-1.0,0.05696009852218731,0.005136927071396825,0.018279030052984604
20211101T031422,52.286,50.6217,51.1097,52.7858,93.4396,94.221,95.4379,94.6604,0.18457214109807737,1.0,0.15082789827707585,0.17202499783884506,0.0016767162574960047,0.005826570851403565,0.0034331480861773175,0.003038085836547314
20211101T034821,-49.0577,-54.6972,-55.2281,-49.5568,96.3586,95.3961,96.7897,97.841,1.0772024748477884,1.0,0.0,0.542340662502421,0.002480406764307244,0.009154716355920354,-1.0,0.002073650769539175
20211101T034957,-53.8296,-59.4545,-60.0029,-54.3493,96.5976,95.468,96.996,98.2511,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0
20211101T035133,-58.602,-64.2218,-64.7827,-59.1369,96.9124,95.5542,97.2684,98.8095,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0
20211101T035309,-63.3828,-68.9917,-69.5596,-63.9269,97.3447,95.6733,97.6558,99.6065,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0
20211101T035445,-68.1639,-73.7671,-74.3355,-68.7107,97.996,95.8354,98.2267,100.849,0.0,1.0,0.0,0.0,-1.0,0.015149923170643505,-1.0,-1.0
20211101T035621,-72.9474,-78.5484,-79.1071,-73.4883,99.1168,96.084,99.1579,103.062,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0
20211101T035757,-77.7318,-83.3349,-83.8581,-78.252,101.564,96.5328,100.941,108.103,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0
20211101T035933,-82.5098,-88.1159,-88.3649,-82.9715,111.338,97.6394,105.69,129.39,2.98604686692477,1.413122423819977,1.413122423819977,5.432757303440399,0.00476631577372719,0.0020991373077324715,0.004609773337957549,0.0037771914042523977
20211101T040109,-86.7758,-89.6936,-89.6193,-86.3105,170.625,-163.891,-139.435,148.501,1.8871235722411621,0.0,1.8871235722411621,0.7789740940677978,0.005650630651349192,-1.0,0.0016074757461173308,0.0012669155500347185
20211101T040245,-82.2445,-87.6558,-87.0484,-81.5933,-96.9646,-106.783,-90.1712,-91.9005,2.468301485043696,0.0,1.0083893918613032,0.8367056744640173,0.0010274637620621163,-1.0,0.00023081959778938646,0.0015723328415899042
20211101T040421,-76.8096,-82.9569,-82.5585,-77.4299,-89.3095,-96.3658,-91.5244,-86.0492,1.0,1.0,1.0,0.05388801912382848,0.11643356169094862,0.4901594485054484,0.2949170009095325,0.018207057503700608
20211101T040557,-72.0079,-77.5026,-78.1586,-72.6047,-88.0993,-92.2685,-88.9726,-85.6835,0.0,1.1275494789176117,1.3039916575101889,0.7154919660638472,-1.0,0.00018570147667335108,0.0003791617485900076,0.001095946751246711
20211101T040733,-67.1962,-72.7194,-73.3409,-67.7708,-87.3986,-90.1577,-87.7131,-85.4673,0.0,0.974329921972411,1.364798062240032,0.853972754933578,-1.0,0.00042743568922247856,4.072543056189663e-05,0.006411097546743287
20211101T040909,-62.3765,-67.9193,-68.5123,-62.9282,-86.9429,-88.9578,-87.0043,-85.3218,0.0,1.027822890010472,0.9990366084737851,1.8220150719984698,-1.0,0.00023328740421075503,0.00015439199821839074,0.004387543713296688
20211101T041045,-57.5503,-63.1088,-63.6746,-58.0772,-86.6227,-88.1833,-86.5445,-85.2142,0.0,1.228840773168226,1.246138103954517,0.8847013962943644,-1.0,0.0003425984532919235,0.0005393795284803883,0.0013018097066771269
20211101T041221,-52.7178,-58.291,-58.829,-53.2173,-86.3857,-87.6399,-86.2167,-85.1294,0.0,1.1011996542049578,1.0914884931119555,0.629098363501927,-1.0,0.0003060481498563576,0.0004001870839988591,1.3149742001746645e-05
20211101T041357,-47.8789,-53.467,-53.9754,-48.3486,-86.204,-87.236,-85.9674,-85.0601,0.0,1.2436745085312773,1.760897534190615,0.5477974403371121,-1.0,0.0006916997825611596,8.413750946000982e-05,0.003191483766090912
20211101T041533,-43.0348,-48.6369,-49.1137,-43.4714,-86.0598,-86.9233,-85.7689,-85.0005,2.10142186674684,0.9515374615852195,1.1079796766394456,0.0,0.00016419076941943172,0.00022432233642939565,0.0004864050005319505,-1.0
20211101T041709,-38.1853,-43.8019,-44.2441,-38.5857,-85.9427,-86.6716,-85.6031,-84.9479,1.2006267782780868,1.1864209069399982,0.0,0.5354398113666147,0.00044886102370524425,4.829574992191398e-05,-1.0,0.000528496060967833
20211101T041845,-33.3311,-38.9618,-39.3665,-33.6919,-85.8457,-86.463,-85.4603,-84.9004,0.0,1.2162522423350264,1.1530472228253084,0.4773707363647753,-1.0,0.0005050379473546351,0.00037316822990096,0.005135419589708541
20211101T042021,-28.4719,-34.1168,-34.4809,-28.7898,-85.7647,-86.2858,-85.3336,-84.8577,0.0,1.3045712138019379,3.092728558672593,0.0,-1.0,0.0005209757478644148,0.004664456832287871,-1.0
20211101T042157,-23.6091,-29.2662,-29.5866,-23.8807,-85.6949,-86.1326,-85.2197,-84.8172,0.0,1.3335367672426002,0.0,0.36101620673096757,-1.0,0.0004576838460459139,-1.0,0.0010960619219380755
20211101T042333,-18.7427,-24.4112,-24.6846,-18.9651,-85.6332,-85.9959,-85.1135,-84.778,0.0,1.354554845583693,1.0812243973276756,0.0,-1.0,0.00037997086737803825,6.45528038306933e-05,-1.0
20211101T042509,-13.8724,-19.5512,-19.7747,-14.0431,-85.5799,-85.8713,-85.0123,-84.7418,0.0,1.2552611177750388,0.9565137244629702,0.1782421047234146,-1.0,0.00019026133126050812,3.803343549707501e-05,0.0004935066631461662
