Point,X,Y,Na/Si,Na/Si_uncer,Al/Si,Al/Si_uncer,Mg/Si,Mg/Si_uncer,Ca/Si,Ca/Si_uncer,Polygon ID
V3,676068.1948,-2296699.6584,,,0.0,-1.0,,,,,109
V0,953035.6129,2458122.982,,,0.0,-1.0,,,,,110
V1,949418.0372,2284633.9972,,,0.0,-1.0,,,,,110
V2,1054946.329,2284033.5949,,,0.0,-1.0,,,,,110
V3,1112824.508,2457137.4731,,,0.0,-1.0,,,,,110
V0,736181.2047,2462974.7181,,,0.0,-1.0,,,,,111
V1,725837.9098,2289631.2854,,,0.0,-1.0,,,,,111
V2,839829.4488,2289312.8902,,,0.0,-1.0,,,,,111
V3,886375.7917,2462447.0918,,,0.0,-1.0,,,,,111
V0,-196971.3874,2483176.1341,,,0.0,-1.0,,,,,112
V1,-205377.0201,2310430.0714,,,0.0,-1.0,,,,,112
V2,-96018.8891,2310035.8679,,,0.0,-1.0,,,,,112
V3,-42276.8152,2482521.1498,,,0.0,-1.0,,,,,112
V0,3960381.1825,2507813.8564,,,0.0,-1.0,,,,,113
V1,3915290.3605,2335928.9768,,,0.0,-1.0,,,,,113
V2,4069545.2441,2336638.5432,,,0.0,-1.0,,,,,113
V3,4071334.3218,2509069.2431,,,0.0,-1.0,,,,,113
V0,4250060.1492,2447188.3819,,,0.0,-1.0,,,,,114
V1,4246087.7903,2273541.7156,,,0.0,-1.0,,,,,114
V2,4351491.7564,2272953.4426,,,0.0,-1.0,,,,,114
V3,4405618.9369,2446245.3257,,,0.0,-1.0,,,,,114
V0,1341981.0995,-2258022.2249,,,0.0,-1.0,,,,,115
V1,1335312.9947,-2432396.6515,,,0.0,-1.0,,,,,115
V2,1450120.2318,-2430534.7978,,,0.0,-1.0,,,,,115
V3,1487196.5924,-2256833.5496,,,0.0,-1.0,,,,,115
V0,-588649.0078,-2299210.4318,,,0.0,-1.0,,,,,116
V1,-606885.4708,-2472365.8597,,,0.0,-1.0,,,,,116
V2,-480382.5175,-2471826.1041,,,0.0,-1.0,,,,,116
V3,-454255.9187,-2298882.9396,,,0.0,-1.0,,,,,116
V0,-1950573.7749,-2291514.3654,,,0.675385602983541,2.7099474829574147e-05,,,,,117
V1,-1977594.9125,-2464866.8952,,,0.675385602983541,2.7099474829574147e-05,,,,,117
V2,-1863782.2813,-2461731.4607,,,0.675385602983541,2.7099474829574147e-05,,,,,117
V3,-1802074.2632,-2289594.8974,,,0.675385602983541,2.7099474829574147e-05,,,,,117
V0,2024753.7871,2494047.0553,,,0.0,-1.0,,,,,118
V1,1946774.2591,2323099.1672,,,0.0,-1.0,,,,,118
V2,2098118.1011,2325048.9587,,,0.0,-1.0,,,,,118
V3,2136771.2759,2497385.6562,,,0.0,-1.0,,,,,118
V0,-3529334.7562,-2249088.9659,,,0.0,-1.0,,,,,119
V1,-3621093.2146,-2421929.031,,,0.0,-1.0,,,,,119
V2,-3466171.2173,-2424679.3588,,,0.0,-1.0,,,,,119
V3,-3430359.3404,-2250844.6878,,,0.0,-1.0,,,,,119
V0,-1105340.7051,2495238.7629,,,0.0,-1.0,,,,,120
V1,-1112939.7367,2323044.5852,,,0.0,-1.0,,,,,120
V2,-1008548.5705,2322668.5757,,,0.0,-1.0,,,,,120
V3,-953411.6225,2494601.9726,,,0.0,-1.0,,,,,120
V0,-3835327.6854,2492576.3728,,,0.0,-1.0,,,,,121
V1,-3877537.7892,2320512.5855,,,0.0,-1.0,,,,,121
V2,-3783535.4029,2319178.358,,,0.0,-1.0,,,,,121
V3,-3673825.521,2490274.8305,,,0.0,-1.0,,,,,121
V0,-1315163.1284,-2230834.3089,,,0.0,-1.0,,,,,122
V1,-1357776.5327,-2404954.0194,,,0.0,-1.0,,,,,122
V2,-1214059.0134,-2405721.2002,,,0.0,-1.0,,,,,122
V3,-1208694.8127,-2231334.6442,,,0.0,-1.0,,,,,122
V0,-4105235.8275,2482251.272,,,1.7645292374646695,0.0087052918077353,,,,,123
V1,-4127978.3404,2309957.0272,,,1.7645292374646695,0.0087052918077353,,,,,123
V2,-4034825.0078,2308935.1303,,,1.7645292374646695,0.0087052918077353,,,,,123
V3,-3947524.082,2480516.7763,,,1.7645292374646695,0.0087052918077353,,,,,123
V0,2445951.1892,2485098.6346,,,0.0,-1.0,,,,,124
V1,2367950.4349,2314369.0747,,,0.0,-1.0,,,,,124
V2,2511928.735,2316373.4481,,,0.0,-1.0,,,,,124
V3,2553119.9742,2488485.7528,,,0.0,-1.0,,,,,124
V0,-1035375.6387,-2290974.6098,,,0.0,-1.0,,,,,125
V1,-1046543.7286,-2463899.5803,,,0.0,-1.0,,,,,125
V2,-931791.0736,-2463208.2079,,,0.0,-1.0,,,,,125
V3,-904208.9541,-2290550.0829,,,0.0,-1.0,,,,,125
V0,-4648448.3271,2430595.4445,,,0.0,-1.0,,,,,126
V1,-4672828.3008,2257200.4621,,,0.0,-1.0,,,,,126
V2,-4543377.9179,2257682.6034,,,0.0,-1.0,,,,,126
V3,-4533886.7092,2431347.4636,,,0.0,-1.0,,,,,126
V0,2610188.5197,2483021.4851,,,0.0,-1.0,,,,,127
V1,2532487.9666,2312919.6185,,,0.0,-1.0,,,,,127
V2,2674756.0298,2314923.992,,,0.0,-1.0,,,,,127
V3,2716095.8534,2486393.4416,,,0.0,-1.0,,,,,127
V0,-3369833.933,-2232875.0704,,,0.0,-1.0,,,,,128
V1,-3459136.2,-2405548.3571,,,0.0,-1.0,,,,,128
V2,-3314038.9682,-2408362.364,,,0.0,-1.0,,,,,128
V3,-3275285.7263,-2234703.5684,,,0.0,-1.0,,,,,128
V0,2820320.2412,2474931.2152,,,0.0,-1.0,,,,,129
V1,2749718.3844,2303962.1008,,,0.0,-1.0,,,,,129
V2,2888832.8192,2305820.9222,,,0.0,-1.0,,,,,129
V3,2924529.4673,2478018.1322,,,0.0,-1.0,,,,,129
V0,-3112146.101,-2221288.5182,,,0.0,-1.0,,,,,130
V1,-3200599.3142,-2394028.5162,,,0.0,-1.0,,,,,130
V2,-3058958.9444,-2396954.7195,,,0.0,-1.0,,,,,130
V3,-3018568.2416,-2223214.0509,,,0.0,-1.0,,,,,130
V0,3182738.8608,2378387.7321,,,0.4947840596125126,0.007935609474081,,,,,131
V1,3147806.3611,2203779.8156,,,0.4947840596125126,0.007935609474081,,,,,131
V2,3241839.0708,2201890.6709,,,0.4947840596125126,0.007935609474081,,,,,131
V3,3322135.3028,2375585.8545,,,0.4947840596125126,0.007935609474081,,,,,131
V0,-2945743.6832,-2216776.4036,,,0.0,-1.0,,,,,132
V1,-3031934.7745,-2389622.5334,,,0.0,-1.0,,,,,132
V2,-2891249.5902,-2392500.2194,,,0.0,-1.0,,,,,132
V3,-2852393.2489,-2218680.71,,,0.0,-1.0,,,,,132
V0,2866563.3506,-2258010.0955,,,0.0,-1.0,,,,,133
V1,2764316.0453,-2429719.0997,,,0.0,-1.0,,,,,133
V2,2908000.209,-2432657.4323,,,0.0,-1.0,,,,,133
V3,2957836.6354,-2259865.8846,,,0.0,-1.0,,,,,133
V0,2660027.9785,-2262582.8568,,,0.0,-1.0,,,,,134
V1,2550560.6835,-2433976.4981,,,0.0,-1.0,,,,,134
V2,2693796.0615,-2437093.7385,,,0.0,-1.0,,,,,134
V3,2750558.3412,-2264544.7776,,,0.0,-1.0,,,,,134
V0,3526514.6846,2459217.655,,,2.796743327893375,0.0037734170487779,,,,,135
V1,3476147.5996,2287396.4544,,,2.796743327893375,0.0037734170487779,,,,,135
V2,3610601.3354,2288697.3262,,,2.796743327893375,0.0037734170487779,,,,,135
V3,3628552.7588,2461337.2572,,,2.796743327893375,0.0037734170487779,,,,,135
V0,-4917204.1819,2430334.6637,,,0.0,-1.0,,,,,136
V1,-4934427.845,2257255.0441,,,0.0,-1.0,,,,,136
V2,-4818986.8499,2257400.5962,,,0.0,-1.0,,,,,136
V3,-4798063.7381,2430559.0565,,,0.0,-1.0,,,,,136
V0,-4873477.9106,-2247921.5169,,,0.0,-1.0,,,,,137
V1,-4893521.6452,-2421319.5316,,,0.0,-1.0,,,,,137
V2,-4774987.6684,-2421073.9125,,,0.0,-1.0,,,,,137
V3,-4758188.5323,-2247763.8354,,,0.0,-1.0,,,,,137
V0,-2780466.2617,-2210359.9827,,,0.0,-1.0,,,,,138
V1,-2864534.7185,-2383303.1472,,,0.0,-1.0,,,,,138
V2,-2725599.1915,-2386159.6068,,,0.0,-1.0,,,,,138
V3,-2687588.8717,-2212267.3214,,,0.0,-1.0,,,,,138
V0,3822986.0818,2462301.5397,,,1.8159463050934164,0.042435579660076,,,,,139
V1,3783050.2292,2290265.0434,,,1.8159463050934164,0.042435579660076,,,,,139
V2,3916776.2046,2291135.3236,,,1.8159463050934164,0.042435579660076,,,,,139
V3,3923841.5453,2463726.7372,,,1.8159463050934164,0.042435579660076,,,,,139
V0,5091047.9499,-2248206.5564,,,3.0691089564452168,0.0061778797753021,,,,,140
V1,5051566.9477,-2421264.9496,,,3.0691089564452168,0.0061778797753021,,,,,140
V2,5184261.9291,-2421831.9962,,,3.0691089564452168,0.0061778797753021,,,,,140
V3,5190902.7429,-2248570.4366,,,3.0691089564452168,0.0061778797753021,,,,,140
V0,3858070.1982,-2226631.4925,,,0.0,-1.0,,,,,141
V1,3851823.588,-2400623.8449,,,0.0,-1.0,,,,,141
V2,3954468.1292,-2398965.1577,,,0.0,-1.0,,,,,141
V3,3986853.4675,-2225536.8196,,,0.0,-1.0,,,,,141
V0,-5350919.0631,-2238039.137,,,0.0,-1.0,,,,,142
V1,-5385032.8323,-2411343.1493,,,0.0,-1.0,,,,,142
V2,-5256916.6768,-2411743.4175,,,0.0,-1.0,,,,,142
V3,-5248213.8752,-2238299.9178,,,0.0,-1.0,,,,,142
V0,-5246940.2945,-2233724.1242,,,0.0,-1.0,,,,,143
V1,-5277718.4951,-2407064.5246,,,0.0,-1.0,,,,,143
V2,-5153241.1416,-2407349.5641,,,0.0,-1.0,,,,,143
V3,-5143234.436,-2233909.0966,,,0.0,-1.0,,,,,143
V0,4961112.3933,-2245953.5314,,,0.0,-1.0,,,,,144
V1,4923996.6124,-2418890.6312,,,0.0,-1.0,,,,,144
V2,5052506.9715,-2419387.9342,,,0.0,-1.0,,,,,144
V3,5059632.9589,-2246274.9589,,,0.0,-1.0,,,,,144
V0,3413711.821,-2221130.8368,,,0.0,-1.0,,,,,145
V1,3396791.3915,-2394920.0227,,,0.0,-1.0,,,,,145
V2,3497495.2383,-2392418.3463,,,0.0,-1.0,,,,,145
V3,3539341.4619,-2219466.0848,,,0.0,-1.0,,,,,145
V0,-1010504.4266,2389613.4364,,,1.2467014028603527,0.000131518089973,,,,,146
V1,-1028237.522,2215912.1882,,,1.2467014028603527,0.000131518089973,,,,,146
V2,-913124.0191,2216239.6803,,,1.2467014028603527,0.000131518089973,,,,,146
V3,-900758.1568,2390104.6747,,,1.2467014028603527,0.000131518089973,,,,,146
V0,-4697723.7715,-2245095.3806,,,0.0,-1.0,,,,,147
V1,-4710095.6985,-2418296.2936,,,0.0,-1.0,,,,,147
V2,-4601325.8405,-2417798.9906,,,0.0,-1.0,,,,,147
V3,-4581403.3993,-2244770.9208,,,0.0,-1.0,,,,,147
V0,-909106.1751,2384340.2058,,,1.412873712989768,0.0150310080601105,,,,,148
V1,-925529.3017,2210623.7958,,,1.412873712989768,0.0150310080601105,,,,,148
V2,-813147.9327,2210902.7707,,,1.412873712989768,0.0150310080601105,,,,,148
V3,-799544.8777,2384752.6033,,,1.412873712989768,0.0150310080601105,,,,,148
V0,3154477.4982,-2205253.5305,,,0.0,-1.0,,,,,149
V1,3137375.1286,-2379230.7212,,,0.0,-1.0,,,,,149
V2,3237047.9815,-2376632.0101,,,0.0,-1.0,,,,,149
V3,3277529.6543,-2203497.8085,,,0.0,-1.0,,,,,149
V0,362518.6867,2417053.0362,,,0.0,-1.0,,,,,150
V1,348069.6102,2244049.225,,,0.0,-1.0,,,,,150
V2,455960.091,2244125.0334,,,0.0,-1.0,,,,,150
V3,477244.0507,2417168.2649,,,0.0,-1.0,,,,,150
V0,-3658239.3189,2395835.7879,,,0.0,-1.0,,,,,151
V1,-3700328.1293,2223080.6282,,,0.0,-1.0,,,,,151
V2,-3576487.5661,2224678.6688,,,0.0,-1.0,,,,,151
V3,-3559718.7533,2398228.3003,,,0.0,-1.0,,,,,151
V0,-3445824.2491,2411121.7889,,,0.0,-1.0,,,,,152
V1,-3495584.8672,2239033.7429,,,0.0,-1.0,,,,,152
V2,-3371804.9508,2240816.7559,,,0.0,-1.0,,,,,152
V3,-3348122.4141,2413850.8904,,,0.0,-1.0,,,,,152
V0,1225991.2518,-2176804.1631,,,0.0,-1.0,,,,,153
V1,1223953.5226,-2351315.0448,,,0.0,-1.0,,,,,153
V2,1321791.8128,-2350077.8521,,,0.0,-1.0,,,,,153
V3,1344519.1639,-2175942.98,,,0.0,-1.0,,,,,153
V0,-4519240.5309,-2238236.2387,,,1.2301147444624323,0.0017358890787043,,,,,154
V1,-4523000.6264,-2411379.5373,,,1.2301147444624323,0.0017358890787043,,,,,154
V2,-4423934.2405,-2410588.0979,,,1.2301147444624323,0.0017358890787043,,,,,154
V3,-4400463.9673,-2237714.6771,,,1.2301147444624323,0.0017358890787043,,,,,154
V0,-1883556.1381,2418951.2779,,,0.0,-1.0,,,,,155
V1,-1917712.3601,2246350.7673,,,0.0,-1.0,,,,,155
V2,-1831936.6987,2244943.7639,,,0.0,-1.0,,,,,155
V3,-1751895.1829,2416786.1907,,,0.0,-1.0,,,,,155
V0,4767528.1242,-2239437.0434,,,0.0,-1.0,,,,,156
V1,4733990.4986,-2412198.2678,,,0.0,-1.0,,,,,156
V2,4855829.7207,-2412613.6977,,,0.0,-1.0,,,,,156
V3,4863289.2649,-2239706.9212,,,0.0,-1.0,,,,,156
V0,-710985.5328,2377987.4638,,,5.406919248441997,0.0407952731133346,,,,,157
V1,-726653.608,2204355.9593,,,5.406919248441997,0.0407952731133346,,,,,157
V2,-617174.1836,2204613.7078,,,5.406919248441997,0.0407952731133346,,,,,157
V3,-603944.1058,2378372.5704,,,5.406919248441997,0.0407952731133346,,,,,157
V0,4144959.4166,-2179606.0407,,,0.0,-1.0,,,,,158
V1,4139107.01,-2353907.6913,,,0.0,-1.0,,,,,158
V2,4240599.2638,-2353161.7369,,,0.0,-1.0,,,,,158
V3,4258853.9208,-2179093.5761,,,0.0,-1.0,,,,,158
V0,2732925.3129,-2185133.9875,,,0.0,-1.0,,,,,159
V1,2715534.8715,-2359235.5039,,,0.0,-1.0,,,,,159
V2,2812869.794,-2356560.9844,,,0.0,-1.0,,,,,159
V3,2851644.2622,-2183287.2954,,,0.0,-1.0,,,,,159
V0,-450871.8328,2386917.6906,,,0.0,-1.0,,,,,160
V1,-468304.727,2213580.3225,,,0.0,-1.0,,,,,160
V2,-357554.7542,2213907.8147,,,0.0,-1.0,,,,,160
V3,-346905.1936,2387405.8965,,,0.0,-1.0,,,,,160
V0,-1515370.0172,2419666.909,,,0.0,-1.0,,,,,161
V1,-1527399.2904,2247051.2367,,,0.0,-1.0,,,,,161
V2,-1442660.6876,2246205.2152,,,0.0,-1.0,,,,,161
V3,-1384979.6104,2418363.0049,,,0.0,-1.0,,,,,161
V0,4504654.9994,-2240628.7511,,,1.0,0.0037765921662435,,,,,162
V1,4470116.7032,-2413220.1647,,,1.0,0.0037765921662435,,,,,162
V2,4591683.0151,-2413678.0473,,,1.0,0.0037765921662435,,,,,162
V3,4598172.2121,-2240925.9199,,,1.0,0.0037765921662435,,,,,162
V0,-612844.0091,2376856.4029,,,0.0,-1.0,,,,,163
V1,-628697.0567,2203327.9977,,,0.0,-1.0,,,,,163
V2,-520039.3952,2203606.9725,,,0.0,-1.0,,,,,163
V3,-507825.1496,2377262.7358,,,0.0,-1.0,,,,,163
V0,-4409257.7389,-2233181.3362,,,0.0,-1.0,,,,,164
V1,-4410258.4095,-2406327.6672,,,0.0,-1.0,,,,,164
V2,-4315497.9394,-2405326.9966,,,0.0,-1.0,,,,,164
V3,-4289601.7981,-2232520.2872,,,0.0,-1.0,,,,,164
V0,4365046.294,-2165466.2624,,,0.0,-1.0,,,,,165
V1,4353917.6244,-2339864.9477,,,0.0,-1.0,,,,,165
V2,4458381.5666,-2339410.0974,,,0.0,-1.0,,,,,165
V3,4472845.8048,-2165147.8672,,,0.0,-1.0,,,,,165
V0,-1662526.2045,-2173044.0677,,,1.901074220716397,0.0115570887046335,,,,,166
V1,-1707444.1835,-2346663.4429,,,1.901074220716397,0.0115570887046335,,,,,166
V2,-1582900.1186,-2347952.1853,,,1.901074220716397,0.0115570887046335,,,,,166
V3,-1576413.954,-2173935.5742,,,1.901074220716397,0.0115570887046335,,,,,166
V0,-2130609.5711,2412155.8151,,,0.0,-1.0,,,,,167
V1,-2170287.6751,2239685.6949,,,0.0,-1.0,,,,,167
V2,-2086455.7405,2238151.3334,,,0.0,-1.0,,,,,167
V3,-2002757.2287,2409805.7555,,,0.0,-1.0,,,,,167
V0,-1186849.871,-2233787.8032,,,0.6776618659369968,0.0010197586200852,,,,,168
V1,-1190227.8923,-2406821.9378,,,0.6776618659369968,0.0010197586200852,,,,,168
V2,-1093972.481,-2406051.7247,,,0.6776618659369968,0.0010197586200852,,,,,168
V3,-1070993.4461,-2233281.4033,,,0.6776618659369968,0.0010197586200852,,,,,168
V0,4559813.1738,2364438.9909,,,1.2951825921500848,0.0001193477385706,,,,,169
V1,4553202.6834,2190743.8073,,,1.2951825921500848,0.0001193477385706,,,,,169
V2,4647811.5367,2190467.8648,,,1.2951825921500848,0.0001193477385706,,,,,169
V3,4676224.5161,2364035.6903,,,1.2951825921500848,0.0001193477385706,,,,,169
V0,-2263195.3885,-2178760.0192,,,0.6850536539589077,0.0166461253065762,,,,,170
V1,-2328232.9105,-2351812.3478,,,0.6850536539589077,0.0166461253065762,,,,,170
V2,-2204122.4695,-2354028.9847,,,0.6850536539589077,0.0166461253065762,,,,,170
V3,-2177574.3762,-2180288.3161,,,0.6850536539589077,0.0166461253065762,,,,,170
V0,4655331.7276,2364344.9885,,,0.0,-1.0,,,,,171
V1,4648145.0936,2190692.2576,,,0.0,-1.0,,,,,171
V2,4743087.5038,2190449.6708,,,0.0,-1.0,,,,,171
V3,4770408.8425,2363990.2053,,,0.0,-1.0,,,,,171
V0,-2019049.9648,-2175442.6447,,,0.0,-1.0,,,,,172
V1,-2077273.83,-2348658.7193,,,0.0,-1.0,,,,,172
V2,-1953736.5004,-2350572.1227,,,0.0,-1.0,,,,,172
V3,-1933783.7358,-2176761.7104,,,0.0,-1.0,,,,,172
V0,4820927.5443,2368168.763,,,0.0,-1.0,,,,,173
V1,4814044.1438,2194676.7458,,,0.0,-1.0,,,,,173
V2,4907622.0032,2194422.0297,,,0.0,-1.0,,,,,173
V3,4935610.4556,2367795.7858,,,0.0,-1.0,,,,,173
V0,4435669.3771,2355966.6468,,,0.0,-1.0,,,,,174
V1,4430484.0842,2182259.3338,,,0.0,-1.0,,,,,174
V2,4521908.9858,2181916.68,,,0.0,-1.0,,,,,174
V3,4551474.2524,2355466.3115,,,0.0,-1.0,,,,,174
V0,5211674.2379,2402112.7214,,,0.0,-1.0,,,,,175
V1,5192813.114,2229415.1761,,,0.0,-1.0,,,,,175
V2,5301522.3252,2229751.7653,,,0.0,-1.0,,,,,175
V3,5310922.5639,2402613.0567,,,0.0,-1.0,,,,,175
V0,2329339.7128,-2168064.9735,,,0.0,-1.0,,,,,176
V1,2314359.9776,-2342148.296,,,0.0,-1.0,,,,,176
V2,2408062.1628,-2339740.622,,,0.0,-1.0,,,,,176
V3,2442703.5583,-2166375.9629,,,0.0,-1.0,,,,,176
V0,2222537.8402,-2159774.5695,,,0.0,-1.0,,,,,177
V1,2209374.4738,-2333979.1854,,,0.0,-1.0,,,,,177
V2,2302640.0027,-2331717.0634,,,0.0,-1.0,,,,,177
V3,2334749.3985,-2158179.5613,,,0.0,-1.0,,,,,177
V0,-3192593.9497,-2163774.2194,,,0.0,-1.0,,,,,178
V1,-3260457.608,-2336747.7073,,,0.0,-1.0,,,,,178
V2,-3140073.9068,-2339228.1573,,,0.0,-1.0,,,,,178
V3,-3108901.5025,-2165496.5857,,,0.0,-1.0,,,,,178
V0,1976075.7126,-2137032.0567,,,0.0,-1.0,,,,,179
V1,1966845.2847,-2311664.2318,,,0.0,-1.0,,,,,179
V2,2059871.2592,-2309690.1817,,,0.0,-1.0,,,,,179
V3,2086680.1333,-2135615.9562,,,0.0,-1.0,,,,,179
V0,1475573.6521,2418848.1786,,,0.0,-1.0,,,,,180
V1,1433590.9735,2247084.5924,,,0.0,-1.0,,,,,180
V2,1549195.7146,2248333.9144,,,0.0,-1.0,,,,,180
V3,1566419.3777,2420752.485,,,0.0,-1.0,,,,,180
V0,-283717.3959,2372271.5123,,,0.0,-1.0,,,,,181
V1,-300677.2458,2199079.6963,,,0.0,-1.0,,,,,181
V2,-194342.3529,2199434.4795,,,0.0,-1.0,,,,,181
V3,-186215.695,2372793.0739,,,0.0,-1.0,,,,,181
V0,4990222.8097,2367841.2708,,,1.0,0.01579741803061,,,,,182
V1,4984218.7864,2194570.6141,,,1.0,0.01579741803061,,,,,182
V2,5074461.0772,2194282.5423,,,1.0,0.01579741803061,,,,,182
V3,5103177.2901,2367419.7762,,,1.0,0.01579741803061,,,,,182
V0,2549317.4261,-2155623.3028,,,0.0,-1.0,,,,,183
V1,2481411.3152,-2328972.8002,,,0.0,-1.0,,,,,183
V2,2598926.4274,-2331513.897,,,0.0,-1.0,,,,,183
V3,2631693.8399,-2157400.2512,,,0.0,-1.0,,,,,183
V0,1774146.4575,-2125248.4027,,,0.0,-1.0,,,,,184
V1,1766568.6522,-2299965.4832,,,0.0,-1.0,,,,,184
V2,1858296.7872,-2298161.2439,,,0.0,-1.0,,,,,184
V3,1882728.3107,-2123944.4986,,,0.0,-1.0,,,,,184
V0,-5233143.17,2379646.1511,,,0.0,-1.0,,,,,185
V1,-5241148.5345,2206760.601,,,0.0,-1.0,,,,,185
V2,-5150057.1899,2206587.7579,,,0.0,-1.0,,,,,185
V3,-5124433.9587,2379388.4026,,,0.0,-1.0,,,,,185
V0,-2350329.5359,2399865.7612,,,0.0,-1.0,,,,,186
V1,-2392536.6074,2227674.6158,,,0.0,-1.0,,,,,186
V2,-2312952.9742,2226106.8986,,,0.0,-1.0,,,,,186
V3,-2230615.9808,2397500.5398,,,0.0,-1.0,,,,,186
V0,-11747.266,2365527.5992,,,1.9707435392548884,0.024751194760849,,,,,187
V1,-27321.3387,2192408.5592,,,1.9707435392548884,0.024751194760849,,,,,187
V2,75286.8144,2192711.7927,,,1.9707435392548884,0.024751194760849,,,,,187
V3,84441.4339,2365970.3201,,,1.9707435392548884,0.024751194760849,,,,,187
V0,3626733.3578,2365542.7608,,,1.031366316620676,0.0003871040752714,,,,,188
V1,3599866.8693,2192581.4023,,,1.031366316620676,0.0003871040752714,,,,,188
V2,3680284.3946,2191219.8839,,,1.031366316620676,0.0003871040752714,,,,,188
V3,3744509.2509,2363541.4197,,,1.031366316620676,0.0003871040752714,,,,,188
V0,114813.3017,-2161757.7166,,,0.0,-1.0,,,,,189
V1,104388.1338,-2335507.4822,,,0.0,-1.0,,,,,189
V2,201425.8875,-2335146.6344,,,0.0,-1.0,,,,,189
V3,214470.9929,-2161503.0005,,,0.0,-1.0,,,,,189
V0,-3842665.9362,-2135555.3095,,,0.0,-1.0,,,,,190
V1,-3891880.7339,-2308210.4022,,,0.0,-1.0,,,,,190
V2,-3776591.3556,-2309966.1242,,,0.0,-1.0,,,,,190
V3,-3761187.0936,-2136795.5346,,,0.0,-1.0,,,,,190
V0,3320861.722,2361567.3696,,,0.956477550979716,0.0007514092164526,,,,,191
V1,3287384.7432,2188660.5931,,,0.956477550979716,0.0007514092164526,,,,,191
V2,3367195.8015,2187095.9082,,,0.956477550979716,0.0007514092164526,,,,,191
V3,3437394.3577,2359271.892,,,0.956477550979716,0.0007514092164526,,,,,191
V0,-4061752.143,-2138684.6793,,,0.0,-1.0,,,,,192
V1,-4108965.5996,-2312164.5671,,,0.0,-1.0,,,,,192
V2,-3994373.6584,-2313771.7047,,,0.0,-1.0,,,,,192
V3,-3980970.7375,-2139818.7726,,,0.0,-1.0,,,,,192
V0,-4212883.7215,-2142599.4238,,,0.0,-1.0,,,,,193
V1,-4255942.8792,-2316073.2469,,,0.0,-1.0,,,,,193
V2,-4141381.2612,-2317437.7977,,,0.0,-1.0,,,,,193
V3,-4132253.9328,-2143560.674,,,0.0,-1.0,,,,,193
V0,-13236.1425,-2159877.6689,,,0.0,-1.0,,,,,194
V1,-21390.0914,-2333594.0788,,,0.0,-1.0,,,,,194
V2,73045.9188,-2333136.1962,,,0.0,-1.0,,,,,194
V3,87082.5978,-2159556.2414,,,0.0,-1.0,,,,,194
V0,1508665.5245,-2118404.4225,,,0.0,-1.0,,,,,195
V1,1502591.7574,-2292924.4012,,,0.0,-1.0,,,,,195
V2,1591299.6867,-2291350.6193,,,0.0,-1.0,,,,,195
V3,1613663.1577,-2117261.2322,,,0.0,-1.0,,,,,195
V0,-2573921.7926,2393791.9941,,,0.0,-1.0,,,,,196
V1,-2617663.2256,2221691.8187,,,0.0,-1.0,,,,,196
V2,-2539632.148,2220084.6812,,,0.0,-1.0,,,,,196
V3,-2457219.3462,2391384.3201,,,0.0,-1.0,,,,,196
V0,265659.8408,2358768.5243,,,0.0,-1.0,,,,,197
V1,253712.4407,2185682.8401,,,0.0,-1.0,,,,,197
V2,349822.2999,2185810.1982,,,0.0,-1.0,,,,,197
V3,364046.9836,2358953.4968,,,0.0,-1.0,,,,,197
V0,-2870575.1299,2390195.6447,,,0.0,-1.0,,,,,198
V1,-2913522.0911,2218046.952,,,0.0,-1.0,,,,,198
V2,-2835694.1799,2216442.8468,,,0.0,-1.0,,,,,198
V3,-2754303.275,2387791.003,,,0.0,-1.0,,,,,198
V0,-2674495.249,2391857.3643,,,0.0,-1.0,,,,,199
V1,-2717360.3372,2219748.092,,,0.0,-1.0,,,,,199
V2,-2639617.3313,2218159.1484,,,0.0,-1.0,,,,,199
V3,-2558381.0755,2389476.9813,,,0.0,-1.0,,,,,199
V0,-2972813.3382,2387290.6678,,,0.0,-1.0,,,,,200
V1,-3014110.7091,2215093.4577,,,0.0,-1.0,,,,,200
V2,-2936379.8326,2213513.6111,,,0.0,-1.0,,,,,200
V3,-2856956.9132,2384931.5111,,,0.0,-1.0,,,,,200
V0,1360872.5468,2388191.2713,,,0.0,-1.0,,,,,201
V1,1326349.4124,2216145.6779,,,0.0,-1.0,,,,,201
V2,1434273.2489,2217267.6419,,,0.0,-1.0,,,,,201
V3,1447345.6452,2389852.9909,,,0.0,-1.0,,,,,201
V0,-145103.2965,-2153449.1186,,,0.0,-1.0,,,,,202
V1,-152283.8658,-2327141.2699,,,0.0,-1.0,,,,,202
V2,-59925.0051,-2326659.1286,,,0.0,-1.0,,,,,202
V3,-45927.7466,-2153106.4647,,,0.0,-1.0,,,,,202
V0,-3115360.3762,2384525.1782,,,0.6789091695178735,0.0064348192292669,,,,,203
V1,-3152385.1871,2212282.4831,,,0.6789091695178735,0.0064348192292669,,,,,203
V2,-3075121.2902,2210811.8006,,,0.6789091695178735,0.0064348192292669,,,,,203
V3,-3000395.4577,2382329.7676,,,0.6789091695178735,0.0064348192292669,,,,,203
V0,-3587919.4692,-2116806.382,,,0.0,-1.0,,,,,204
V1,-3636861.3568,-2290252.9141,,,0.0,-1.0,,,,,204
V2,-3527394.0618,-2292093.5414,,,0.0,-1.0,,,,,204
V3,-3509503.285,-2118125.4477,,,0.0,-1.0,,,,,204
V0,242147.1148,-2140801.2491,,,0.0,-1.0,,,,,205
