start_time,V0_LAT,V1_LAT,V2_LAT,V3_LAT,V0_LON,V1_LON,V2_LON,V3_LON,Al/Si,Mg/Si,Ca/Si,Al/Si_uncer,Mg/Si_uncer,Ca/Si_uncer
20200112T233302,-77.1527,-82.8958,-82.8385,-77.1208,132.737,132.728,137.264,138.911,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200112T233438,-81.9878,-87.7312,-87.5581,-81.9368,132.725,132.643,140.457,146.939,0.0,2.260273209982775,0.0,-1.0,0.008459592306917884,-1.0
20200112T233614,-86.8226,-89.8513,-89.9537,-86.6966,170.618,-158.792,-127.878,157.424,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200112T233750,-82.5436,-88.1121,-88.3423,-82.5986,-54.1914,-75.8229,-47.1717,-47.1245,0.0,1.2683561815539524,0.0,-1.0,0.00769393229634054,-1.0
20200112T233926,-77.7299,-83.444,-83.5066,-77.7633,-51.4624,-55.1579,-47.192,-47.1829,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200112T234102,-72.9032,-78.6341,-78.6702,-72.9273,-50.2758,-51.8023,-47.1975,-47.1946,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200112T234238,-68.0711,-73.8071,-73.8325,-68.0901,-49.6145,-50.4477,-47.199,-47.1968,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200112T234414,-63.2358,-68.9734,-68.9931,-63.2514,-49.1943,-49.7182,-47.1991,-47.1958,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200112T234550,-58.398,-64.1356,-64.1518,-58.4115,-48.9048,-49.2637,-47.1982,-47.1936,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200112T234726,-53.5571,-59.2948,-59.3086,-53.569,-48.6933,-48.9546,-47.1964,-47.19,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200112T234902,-48.714,-54.4503,-54.4624,-48.7246,-48.5334,-48.7309,-47.1932,-47.1863,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200112T235038,-43.8678,-49.6031,-49.6139,-43.8774,-48.408,-48.5627,-47.1896,-47.1814,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200112T235214,-39.0184,-44.7524,-44.7622,-39.0274,-48.3074,-48.4316,-47.1849,-47.1755,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200112T235350,-34.1659,-39.8982,-39.9072,-34.1742,-48.2252,-48.3269,-47.1793,-47.1687,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200112T235526,-29.3096,-35.0404,-35.0488,-29.3175,-48.1568,-48.2415,-47.1726,-47.1608,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200112T235702,-24.4495,-30.1786,-30.1865,-24.457,-48.0993,-48.1708,-47.1649,-47.1516,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200112T235838,-24.4495,-30.1786,-30.1865,-24.457,-48.0993,-48.1708,-47.1649,-47.1516,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T000006,-15.1173,-20.8423,-20.8495,-15.1242,-48.0112,-48.0649,-47.1467,-47.1297,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T000142,-10.2458,-15.9686,-15.9757,-10.2526,-47.9738,-48.0208,-47.1347,-47.1156,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T000318,-5.3703,-11.0908,-11.0977,-5.377,-47.9409,-47.9824,-47.1208,-47.0991,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T000454,-0.4905,-6.2088,-6.2155,-0.4971,-47.9116,-47.9487,-47.1048,-47.0801,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T000630,4.3936,-1.3225,-1.3291,4.387,-47.8852,-47.9188,-47.0861,-47.0579,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T000806,9.2687,3.5681,3.5615,9.2626,-47.8623,-47.8919,-47.0644,-47.0335,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T000942,14.1744,8.4497,8.4436,14.1676,-47.8392,-47.8684,-47.0396,-47.0017,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T001118,19.0712,13.3619,13.3551,19.0644,-47.8188,-47.8452,-47.0096,-46.9662,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T001254,23.9721,18.265,18.2582,23.9651,-47.7993,-47.8244,-46.975,-46.9242,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T001430,28.8767,23.172,23.165,28.8694,-47.7803,-47.8049,-46.9341,-46.8739,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T001606,33.7851,28.0825,28.0752,33.7774,-47.7615,-47.7857,-46.8851,-46.8133,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T001742,38.6975,32.9964,32.9888,38.6893,-47.7424,-47.7669,-46.8261,-46.7394,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T001918,43.6127,37.9142,37.9061,43.604,-47.7224,-47.7479,-46.7546,-46.6481,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T002054,48.5315,42.8344,42.8257,48.522,-47.7006,-47.7281,-46.6662,-46.5329,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T002230,53.4533,47.7576,47.7483,53.4427,-47.6758,-47.7066,-46.555,-46.3842,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T002406,58.3776,52.6835,52.6731,58.3657,-47.6467,-47.6825,-46.4123,-46.1868,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T002542,63.3043,57.6115,57.5998,63.2905,-47.6102,-47.6544,-46.2236,-45.9134,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T002718,68.2333,62.5413,62.5278,68.2166,-47.5602,-47.6193,-45.9642,-45.5121,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T002854,73.1639,67.4729,67.4567,73.1426,-47.485,-47.5721,-45.5873,-44.8711,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T003030,78.0959,72.4056,72.3852,78.066,-47.3527,-47.5023,-44.9945,-43.6936,1.3365196638119528,1.3365196638119528,0.0,0.011475287544005716,0.009193448714055088,-1.0
20200113T003206,83.029,77.3392,77.3111,82.9784,-47.0405,-47.3832,-43.9346,-40.8519,0.0,1.181123157684899,0.0,-1.0,0.002993589034036436,-1.0
20200113T003342,87.9615,82.2735,82.2277,87.7952,-45.2406,-47.1187,-41.52,-25.2424,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T003518,89.8754,86.9816,87.0832,89.9079,106.204,-45.9377,-30.9277,129.263,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T003654,87.6967,82.1225,82.1676,87.8556,124.985,117.902,130.672,131.461,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T003830,82.8734,77.206,77.2339,82.9233,128.035,126.362,131.61,131.795,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T004006,77.9612,72.2805,72.3008,77.9908,129.268,128.536,131.85,131.933,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T004142,73.0383,67.3527,67.3688,73.0596,129.931,129.524,131.962,132.01,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T004318,68.1132,65.1835,65.1983,68.1299,130.159,130.087,132.03,132.038,1.5223643609643354,0.7828269288074535,0.0,0.0025580541026574825,0.0028801056198560016,-1.0
20200113T012633,-63.8751,-69.6156,-69.5937,-63.8577,131.752,131.743,133.881,134.189,0.0,1.0999822652677242,0.0,-1.0,0.006629632682378227,-1.0
20200113T012809,-68.7149,-74.4557,-74.4272,-68.6939,131.781,131.766,134.399,134.893,1.388449041085769,0.0,0.0,0.0003678710785933719,-1.0,-1.0
20200113T012945,-73.5532,-79.2948,-79.2537,-73.5262,131.83,131.801,135.25,136.166,1.6037512689754212,0.0,0.0,0.01720168889002837,-1.0,-1.0
20200113T013121,-78.391,-84.1328,-84.0584,-78.353,131.938,131.863,136.901,139.143,1.372083183090569,1.372083183090569,0.0,0.0015620362109011745,0.005310971584499865,-1.0
20200113T013257,-83.2281,-88.9698,-88.6074,-83.1634,132.48,132.031,141.432,153.554,1.0,1.4424836185545196,0.0,0.01594087291443278,0.004846285724794003,-1.0
20200113T013433,-86.0784,-89.8173,-89.9127,-86.1921,171.425,-157.269,-127.462,157.556,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T013609,-81.3042,-86.9492,-87.0969,-81.3549,-54.5099,-66.2241,-48.953,-48.5225,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T013745,-76.4839,-82.2024,-82.2591,-76.5165,-52.3028,-55.2311,-48.5479,-48.439,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T013921,-71.6537,-77.3846,-77.4195,-71.678,-51.2597,-52.5901,-48.4499,-48.3972,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T014057,-66.8191,-72.5537,-72.5792,-66.8384,-50.6541,-51.4139,-48.4049,-48.3712,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T014233,-61.9813,-67.7173,-67.7374,-61.9974,-50.2589,-50.7501,-48.3773,-48.352,1.0,2.845407433099137,0.0,0.015350976501535989,0.006873898156124084,-1.0
20200113T014409,-57.1405,-62.877,-62.8936,-57.1545,-49.9818,-50.3245,-48.3572,-48.3369,0.9150408673548733,0.0,0.0,0.001994650955656131,-1.0,-1.0
20200113T014545,-52.2974,-58.0332,-58.0475,-52.3097,-49.777,-50.0296,-48.3418,-48.3236,1.5962272695335502,0.0,0.0,0.00012103620622724112,-1.0,-1.0
20200113T014721,-47.4515,-53.1865,-53.199,-47.4625,-49.6199,-49.8134,-48.3282,-48.3115,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T014857,-42.6025,-48.3365,-48.3478,-42.6126,-49.4958,-49.6486,-48.3161,-48.2999,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T015033,-37.7507,-43.4832,-43.4934,-37.76,-49.3955,-49.5192,-48.3045,-48.2882,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T015209,-32.8954,-38.6266,-38.6361,-32.9042,-49.3128,-49.4149,-48.2928,-48.2762,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T015345,-28.0369,-33.7663,-33.7751,-28.0452,-49.2434,-49.3292,-48.281,-48.2634,1.0,0.6527643907401349,0.0,0.015991778919971313,0.009405655271024995,-1.0
20200113T015521,-23.1748,-28.9023,-28.9108,-23.1827,-49.1848,-49.2576,-48.2683,-48.2501,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T015657,-18.3087,-24.0346,-24.0426,-18.3164,-49.1343,-49.1972,-48.2551,-48.2352,1.0,0.0,0.0,0.012318330929563774,-1.0,-1.0
20200113T015833,-13.439,-19.1627,-19.1704,-13.4464,-49.0903,-49.1452,-48.2405,-48.2189,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T020009,-8.5653,-14.287,-14.2944,-8.5726,-49.0516,-49.1001,-48.2245,-48.2007,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T020145,-3.6877,-9.4072,-9.4144,-3.6948,-49.0171,-49.0604,-48.2066,-48.1802,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T020321,1.1939,-4.5233,-4.5305,1.1868,-48.9861,-49.0252,-48.1865,-48.157,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T020457,6.0798,0.3645,0.3574,6.0727,-48.9577,-48.9936,-48.1637,-48.1304,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T020633,10.9696,5.2566,5.2495,10.9624,-48.9317,-48.9648,-48.1376,-48.1,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T020809,15.8634,10.1525,10.1454,15.8561,-48.9072,-48.9383,-48.1078,-48.0647,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T020945,20.7611,15.0524,15.0452,20.7537,-48.884,-48.9136,-48.0733,-48.0236,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T021121,25.6629,19.9561,19.9487,25.6552,-48.8613,-48.8902,-48.0332,-47.9751,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T021257,30.5682,24.8636,24.8559,30.5602,-48.8389,-48.8674,-47.986,-47.9176,1.0,0.0,0.0,0.011520375368594066,-1.0,-1.0
20200113T021433,35.4769,29.7744,29.7664,35.4685,-48.816,-48.8449,-47.9299,-47.8483,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T021609,40.3892,34.6883,34.68,40.3802,-48.792,-48.8221,-47.8626,-47.7639,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T021745,45.3045,39.6055,39.5967,45.2949,-48.7662,-48.7984,-47.7808,-47.6593,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T021921,50.2228,44.5254,44.5159,50.2122,-48.7374,-48.773,-47.6797,-47.5271,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T022057,55.1439,49.4478,49.4374,55.1321,-48.7037,-48.7447,-47.5522,-47.3554,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T022233,60.0672,54.3726,54.361,60.0537,-48.6625,-48.7121,-47.3876,-47.1248,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T022409,64.9929,59.2992,59.286,64.977,-48.6085,-48.6724,-47.1677,-46.8003,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T022545,69.9203,64.2277,64.2122,69.9009,-48.5325,-48.621,-46.8608,-46.3134,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T022721,74.8493,69.1574,69.1386,74.8238,-48.4117,-48.5497,-46.4057,-45.5051,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T022857,79.7794,74.0882,74.0639,79.7419,-48.1808,-48.4386,-45.6639,-43.9135,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T023033,84.7098,79.0196,78.9847,84.6382,-47.5315,-48.2339,-44.2522,-39.3893,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T023209,89.6223,83.951,83.8882,89.0491,-29.8463,-47.7061,-40.5561,19.0859,0.6424702902210003,0.0,0.0,0.0005950259684411148,-1.0,-1.0
20200113T023345,89.8304,85.341,85.4236,89.8657,116.614,-42.5923,-10.5413,129.083,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T023521,86.0836,80.4526,80.4928,86.1823,125.087,121.109,129.734,130.308,0.8047086288236316,0.8047086288236316,0.0,0.005098335503224829,0.02005235748056666,-1.0
20200113T023657,81.2089,75.535,75.5617,81.2526,127.315,126.048,130.444,130.628,0.9924029704666877,0.9924029704666877,0.0,0.010161174949784812,0.02519394628006907,-1.0
20200113T023833,76.2947,70.6114,70.6316,76.3229,128.335,127.721,130.686,130.778,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T024009,71.3737,65.6859,65.7021,71.3947,128.919,128.56,130.812,130.868,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T024145,66.4509,65.1125,65.1284,66.4677,128.993,129.061,130.891,130.88,1.0,1.825729689155833,0.0,0.014254071833496102,0.018646219837929228,-1.0
20200113T032427,-63.868,-69.6076,-69.5842,-63.8495,130.761,130.738,132.87,133.19,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T032603,-68.7094,-74.4493,-74.4188,-68.6869,130.82,130.783,133.408,133.921,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T032739,-73.5494,-79.29,-79.246,-73.5205,130.921,130.854,134.291,135.242,1.4056836158346881,1.4056836158346881,0.0,0.004666038227987548,0.02460020673826696,-1.0
20200113T032915,-78.389,-84.1296,-84.05,-78.3483,131.15,130.984,136.001,138.327,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T033051,-83.2278,-88.9668,-88.5832,-83.1585,132.311,131.336,140.692,153.207,0.0,1.7895494975164183,0.0,-1.0,0.0002765465616996476,-1.0
20200113T033227,-86.0693,-89.8075,-89.8911,-86.1908,171.415,-157.6,-128.956,157.314,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T033403,-81.2977,-86.9349,-87.0925,-81.352,-55.8165,-67.9007,-50.7739,-49.8537,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T033539,-76.4773,-82.1926,-82.2532,-76.5123,-53.5297,-56.5606,-49.9079,-49.6806,1.0,0.0,0.0,0.013644375167786181,-1.0,-1.0
20200113T033715,-71.6458,-77.3748,-77.4123,-71.6717,-52.4475,-53.827,-49.7036,-49.5957,1.0,0.0,0.0,0.014267729015809303,-1.0,-1.0
20200113T033851,-66.8092,-72.5427,-72.5699,-66.83,-51.8182,-52.6067,-49.6094,-49.5437,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T034027,-61.9699,-67.7045,-67.726,-61.9872,-51.4075,-51.9175,-49.5536,-49.5075,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T034203,-57.1275,-62.8627,-62.8805,-57.1424,-51.1191,-51.4755,-49.5154,-49.4799,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T034339,-52.2825,-58.0173,-58.0326,-52.2957,-50.9055,-51.1687,-49.4867,-49.457,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T034515,-47.4351,-53.1689,-53.1824,-47.447,-50.7415,-50.9433,-49.4632,-49.4373,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T034651,-42.5847,-48.3176,-48.3297,-42.5955,-50.6117,-50.7714,-49.4431,-49.4194,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T034827,-37.7312,-43.4629,-43.4739,-37.7412,-50.5063,-50.636,-49.425,-49.4022,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T035003,-32.8746,-38.6048,-38.615,-32.884,-50.4193,-50.5266,-49.4077,-49.3855,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T035139,-28.0147,-33.7433,-33.7529,-28.0237,-50.346,-50.4365,-49.391,-49.3684,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T035315,-23.1514,-28.8783,-28.8873,-23.1599,-50.2839,-50.3609,-49.3739,-49.3511,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T035451,-18.2842,-24.0096,-24.0181,-18.2924,-50.2299,-50.2969,-49.3567,-49.3326,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T035627,-13.4136,-19.1367,-19.145,-13.4215,-50.1828,-50.2415,-49.3384,-49.3129,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T035803,-8.5391,-14.2603,-14.2683,-8.5468,-50.1411,-50.1932,-49.3189,-49.2913,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T035939,-3.6608,-9.3799,-9.3877,-3.6685,-50.1037,-50.1505,-49.2977,-49.2677,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T040115,1.2213,-4.4957,-4.5034,1.2137,-50.0698,-50.1124,-49.2744,-49.2412,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T040251,6.1074,0.3924,0.3848,6.0998,-50.0387,-50.0778,-49.2484,-49.2116,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T040427,10.9974,5.2845,5.2769,10.9898,-50.0095,-50.0462,-49.2192,-49.1778,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T040603,15.8913,10.1804,10.1728,15.8835,-49.982,-50.0168,-49.1861,-49.1392,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T040739,20.7889,15.0801,15.0723,20.7809,-49.9556,-49.989,-49.1483,-49.0946,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T040915,25.6903,19.9833,19.9754,25.6821,-49.9295,-49.9624,-49.1047,-49.0423,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T041051,30.5951,24.8902,24.882,30.5865,-49.9034,-49.9362,-49.0537,-48.9807,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T041227,35.5031,29.8003,29.7918,35.4941,-49.8763,-49.9101,-48.9937,-48.9069,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T041403,40.4145,34.7133,34.7044,40.4049,-49.8477,-49.8832,-48.9219,-48.8173,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T041539,45.329,39.6294,39.6199,45.3187,-49.8164,-49.8549,-48.835,-48.7067,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T041715,50.2462,44.5482,44.538,50.2349,-49.7812,-49.8242,-48.728,-48.5674,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T041851,55.166,49.4693,49.4581,55.1533,-49.7396,-49.7897,-48.5937,-48.3869,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T042027,60.088,54.3926,54.3802,60.0735,-49.6881,-49.7494,-48.4206,-48.145,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T042203,65.0121,59.3177,59.3036,64.995,-49.6205,-49.6999,-48.1899,-47.8053,1.0,1.3828926795917738,0.0,0.015908151299495833,0.001995242212853804,-1.0
20200113T042339,69.9379,64.2444,64.2278,69.917,-49.5244,-49.6356,-47.8686,-47.296,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T042515,74.8651,69.1724,69.1522,74.8377,-49.3709,-49.5454,-47.3926,-46.4513,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T042651,79.7933,74.1013,74.0752,79.753,-49.0769,-49.4043,-46.6177,-44.7892,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T042827,84.7214,79.0307,78.9932,84.6444,-48.2478,-49.1438,-45.144,-40.0661,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T043003,89.6197,83.9598,83.8922,89.0187,-25.5863,-48.4702,-41.2884,19.3832,1.4204232352668689,0.0,0.0,7.140996453647934e-05,-1.0,-1.0
20200113T043139,89.8004,85.3254,85.414,89.8305,114.975,-41.9163,-10.2891,127.436,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T043315,86.0697,80.4425,80.4857,86.1755,123.756,119.633,128.266,128.993,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T043451,81.2015,75.5281,75.5568,81.2485,126.074,124.757,129.167,129.4,1.0458070278742544,1.0458070278742544,0.0,0.010029196508055976,0.018787341073721965,-1.0
20200113T043627,76.2907,70.607,70.6287,76.3211,127.138,126.499,129.474,129.591,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T043803,71.3723,65.6839,65.7014,71.3948,127.747,127.372,129.633,129.704,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T043939,66.4519,65.0564,65.0735,66.47,127.824,127.896,129.732,129.719,1.7625461374707272,1.8139814539066876,0.0,0.004642635171548369,0.015510760215434224,-1.0
20200113T052222,-63.8507,-69.5895,-69.5646,-63.831,129.767,129.732,131.857,132.189,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T052358,-68.6932,-74.4324,-74.3999,-68.6693,129.855,129.798,132.414,132.946,1.6982384029939364,1.6982384029939364,0.0,0.00444690127336565,0.013147286647937188,-1.0
20200113T052534,-73.5346,-79.2743,-79.2274,-73.5038,130.007,129.903,133.328,134.312,1.2132524840709749,1.657773722695684,0.0,0.00041355864995860453,0.0007628326592251082,-1.0
20200113T052710,-78.3754,-84.115,-84.0304,-78.3321,130.355,130.099,135.096,137.498,0.0,0.8809827088957558,0.0,-1.0,0.0008731895279318494,-1.0
20200113T052846,-83.2155,-88.9511,-88.5503,-83.1419,132.113,130.631,139.928,152.744,1.1355040707567399,1.1355040707567399,0.0,0.00038351655096847937,0.0009624884167107206,-1.0
20200113T053022,-86.0715,-89.8703,-89.7402,-86.2012,171.063,-158.607,-131.069,156.911,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T053158,-81.3034,-86.9322,-87.1003,-81.3613,-57.1318,-69.6477,-52.5892,-51.1816,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T053334,-76.4828,-82.1954,-82.26,-76.5201,-54.7593,-57.9011,-51.2642,-50.9193,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T053510,-71.6505,-77.3776,-77.4176,-71.6781,-53.637,-55.0668,-50.9536,-50.7924,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T053646,-66.813,-72.5449,-72.5739,-66.835,-52.9839,-53.8016,-50.812,-50.7154,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T053822,-61.9722,-67.7057,-67.7286,-61.9906,-52.557,-53.0866,-50.729,-50.662,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T053958,-57.1283,-62.8625,-62.8815,-57.1442,-52.2571,-52.6274,-50.6725,-50.6222,1.0,0.0,0.0,0.010890908491728213,-1.0,-1.0
20200113T054134,-52.2822,-58.0158,-58.0321,-52.2962,-52.0348,-52.3084,-50.631,-50.5901,1.0,0.0,0.0,0.013033559534657676,-1.0,-1.0
20200113T054310,-47.4332,-53.1662,-53.1806,-47.4458,-51.8636,-52.074,-50.5977,-50.5628,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T054446,-42.5813,-48.3135,-48.3263,-42.5929,-51.7279,-51.8947,-50.5697,-50.5385,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T054622,-37.7267,-43.4575,-43.4692,-37.7374,-51.6176,-51.7532,-50.5451,-50.5161,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T054758,-32.8686,-38.5984,-38.6092,-32.8786,-51.5261,-51.6387,-50.5224,-50.4945,1.0028965863371764,1.0028965863371764,0.0,0.023619841722464195,0.013640274317713868,-1.0
20200113T054934,-28.0075,-33.7355,-33.7456,-28.017,-51.4491,-51.5441,-50.5008,-50.4734,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T055110,-23.143,-28.8694,-28.879,-23.1521,-51.3831,-51.4646,-50.4796,-50.4521,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T055246,-18.2751,-23.9997,-24.0088,-18.2838,-51.3259,-51.3967,-50.4584,-50.4301,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T055422,-13.4035,-19.1262,-19.135,-13.412,-51.2756,-51.338,-50.4365,-50.4069,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T055558,-8.5283,-14.2491,-14.2576,-8.5366,-51.2309,-51.2866,-50.4135,-50.3822,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T055734,-3.6494,-9.3681,-9.3765,-3.6575,-51.1906,-51.2409,-50.3891,-50.3553,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T055910,1.2382,-4.4834,-4.4916,1.2305,-51.1537,-51.1998,-50.3626,-50.3256,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T060046,6.1232,0.41,0.4022,6.115,-51.1203,-51.1618,-50.3331,-50.2936,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T060222,11.0098,5.3007,5.2925,11.0016,-51.0878,-51.1284,-50.3019,-50.2562,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T060358,15.904,10.193,10.1848,15.8957,-51.0571,-51.0955,-50.265,-50.2142,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T060534,20.8009,15.0927,15.0845,20.7925,-51.0273,-51.0646,-50.2239,-50.166,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T060710,25.7027,19.9951,19.9867,25.6939,-50.9979,-51.0347,-50.1767,-50.1101,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T060846,30.6073,24.9022,24.8935,30.5982,-50.968,-51.0052,-50.1222,-50.0445,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T061022,35.5149,29.8119,29.8028,35.5053,-50.9367,-50.9754,-50.0582,-49.9662,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200113T061158,40.4257,34.7242,34.7147,40.4155,-50.9035,-50.9444,-49.9819,-49.8716,1.0,0.0,0.0,0.012374537501772542,-1.0,-1.0
