V0_LAT,V1_LAT,V2_LAT,V3_LAT,V0_LON,V1_LON,V2_LON,V3_LON,Al/Si,Al/Si_uncer,polygon_area
-80.3297,-86.032,-85.9758,-80.3064,-36.3788,-37.3262,-31.0829,-28.1956,1.3521210239299766,0.0009002778052817,40.93724285000002
88.1768,82.4788,82.4575,88.0906,179.095,-179.364,-172.485,179.913,1.0,0.0003873526312028,40.90815105000277
-79.4594,-85.1851,-85.1568,-79.4464,-175.069,-176.874,-169.865,-167.982,0.8869097707526558,0.0027580831326178,40.262737799999954
89.4042,86.8558,86.8722,89.4047,27.0867,-103.014,-89.8006,45.9148,1.4971709051074773,0.0002980889591024,39.57684131499951
85.3335,79.658,79.7036,85.4329,-147.809,-151.141,-142.692,-142.364,0.5743049328181601,0.001303261945013,39.48189779999997
-79.2582,-84.8469,-85.0324,-79.3457,95.2855,86.0813,95.2489,99.6903,1.0,0.0014424385424629,39.18987193999996
-80.0868,-85.7715,-85.5698,-79.9986,-104.75,-107.313,-101.912,-96.3415,1.0,0.0147004125979237,38.27011235000003
-80.0732,-85.7505,-85.5229,-79.9733,-95.9237,-98.9262,-93.4714,-87.4874,0.8443878443183486,0.0001337849801895,38.25272796000003
-80.2407,-85.9238,-85.7404,-80.1626,-113.155,-115.518,-110.162,-104.746,0.8479813551176213,8.076234202658062e-05,38.24301999999995
84.9912,79.2891,79.3001,85.0146,-160.295,-162.023,-155.375,-153.666,1.1418262992238803,0.0013231378073556,37.86499134999998
-79.0404,-84.7567,-84.7452,-79.0347,-163.548,-165.567,-158.738,-157.314,0.5381539666116422,0.0036575497345587,37.3022672
-78.6907,-84.3475,-84.4569,-78.7449,120.269,114.352,122.839,124.5,0.613139736294936,0.0003307549571938,36.45703979999995
-79.7487,-85.4235,-85.2047,-79.6476,-82.4342,-85.3891,-80.126,-74.5172,1.1837564397222824,0.0001876626184741,36.32450939000002
-78.8749,-84.5674,-84.5974,-78.8895,161.608,158.325,165.949,166.558,1.6949793524071464,0.000950558481801,35.88055320000004
-79.4166,-85.0974,-84.8911,-79.3178,-88.2771,-90.9683,-85.8463,-80.7148,1.0,0.0078756094483912,35.090918714999965
-78.7809,-84.4678,-84.4927,-78.7932,154.209,151.219,158.404,159.038,1.664228831862665,8.235790878714974e-05,34.23275560000001
83.9959,78.3081,78.2262,83.8365,82.1481,78.5848,82.5607,89.7823,1.0,0.0043843337501154,33.44361679500001
89.2965,86.2126,86.4362,89.2819,40.5547,-89.9241,-73.903,56.1364,1.130131224195302,0.0012191649183069,33.23591476999971
83.4338,77.7139,77.7255,83.4554,-28.7209,-29.9659,-24.267,-23.1389,1.0,0.0115302533119139,32.27131547500004
83.9241,78.2871,78.3631,84.0706,-121.165,-124.668,-117.982,-116.469,1.3590848988899888,5.610415002817713e-06,32.00175975000003
-77.8825,-83.6052,-83.4589,-77.8008,110.105,108.782,113.507,116.682,0.7652399494136259,5.314546125454418e-05,31.900064400000048
83.7473,78.1157,78.1999,83.9058,-115.793,-119.387,-112.823,-111.096,0.6654976553773849,0.0009675567839092,31.59504520000001
83.2748,77.5598,77.5722,83.2974,-22.2194,-23.4439,-17.8871,-16.8911,2.3744693458415576,0.0035641750163178,31.11250088000001
-78.2728,-83.9838,-83.8986,-78.2291,-137.233,-137.817,-133.299,-130.847,1.933316772734868,0.0153899963306351,30.925407899999982
82.9679,77.2462,77.2346,82.947,158.597,158.092,162.575,164.751,2.125966393385118,0.0067948861502533,30.42791354999992
-76.989,-82.7334,-82.6814,-76.9597,133.665,133.529,138.133,139.666,1.5606174214061268,0.0055999930643209,30.36557520000004
83.9523,78.2901,78.216,83.8104,-76.1761,-79.8082,-76.1548,-69.2761,1.0,0.0009721385203845,30.26643381000003
-76.6226,-82.3043,-82.4124,-76.6846,-70.4804,-74.8861,-68.2771,-66.672,1.0,0.001013342956174,29.96994059499999
-76.4764,-82.1838,-82.2561,-76.5182,-57.2083,-60.5553,-53.9561,-53.3867,0.7387320328994197,0.0004031045402474,29.929010870000056
82.9672,77.2635,77.2042,82.8694,125.853,124.166,127.984,132.45,1.8832408138724688,0.0007084052628659,29.843432450000005
82.5547,76.8256,76.8101,82.5274,145.989,145.622,149.894,152.113,3.1555668769897927,0.0001300771700764,29.776863799999944
82.8509,77.1574,77.078,82.7085,94.3739,91.444,95.1149,100.896,2.9208146788334344,0.0013545385792218,29.339407949999963
83.3018,77.6012,77.5943,83.289,-172.007,-172.641,-168.167,-166.188,1.5047256882002296,4.873108660231159e-05,29.335824749999997
82.9521,77.2418,77.2273,82.9258,168.807,168.435,172.583,174.884,1.1624775669313294,0.0020352673705669,29.191009599999983
