V0_LAT,V1_LAT,V2_LAT,V3_LAT,V0_LON,V1_LON,V2_LON,V3_LON,Mg/Si,Mg/Si_uncer,polygon_area
-71.9593,-77.7093,-77.646,-71.9156,108.835,108.527,111.721,112.726,0.0,-1.0,20.29953575000003
-71.9188,-77.6705,-77.6237,-71.8864,122.114,121.98,125.168,125.999,0.0,-1.0,20.296317249999987
-71.9673,-77.7165,-77.6582,-71.9271,114.029,113.77,116.951,117.907,0.0,-1.0,20.229940049999993
-71.3856,-77.1388,-77.1376,-71.3845,165.717,165.105,168.748,169.083,0.0,-1.0,20.161369649999983
-76.2855,-82.4274,-81.7285,-76.9062,-98.9543,-105.019,-100.713,-95.8807,1.4088737712692765,0.0106499527027317,20.014816230000008
78.3709,72.6486,72.6404,78.3589,-167.833,-168.032,-164.95,-163.994,0.0,-1.0,19.80127695000008
78.4259,72.706,72.7017,78.4196,-176.708,-176.975,-173.811,-172.978,0.0,-1.0,19.715963299999927
-71.5703,-77.1134,-77.7737,-72.2002,41.3044,38.4457,41.5104,44.632,0.0,-1.0,19.69410630999998
-78.1814,-83.703,-83.0939,-77.6059,-41.1306,-38.2861,-35.0082,-37.8673,0.0,-1.0,19.693120019999988
81.488,75.9528,76.4053,81.9608,-117.915,-116.276,-113.653,-113.567,0.0,-1.0,19.687565150000033
78.4843,72.7667,72.7652,78.482,174.596,174.276,177.499,178.24,0.0,-1.0,19.631014149999995
-71.2859,-77.0319,-77.0342,-71.2875,176.144,175.475,179.083,179.363,0.0,-1.0,19.616090999999994
-71.4387,-77.1794,-77.1878,-71.4445,-172.346,-173.14,-169.44,-169.219,0.0,-1.0,19.603920249999987
-72.3289,-77.8311,-78.4779,-72.9307,-152.717,-155.706,-152.48,-149.524,1.0699591072752483,3.4201976431630266e-05,19.587256400000022
80.6719,75.1157,75.5697,81.14,-99.3603,-98.2442,-95.5649,-95.0633,0.0,-1.0,19.54710810000001
-71.4271,-77.1653,-77.1775,-71.4356,-168.178,-169.045,-165.303,-165.126,0.0,-1.0,19.50435254999996
78.4456,72.7294,72.7273,78.4426,171.476,171.169,174.356,175.107,0.0,-1.0,19.486340699999953
74.5088,68.795,68.6085,74.3978,-78.6525,-80.7826,-78.0264,-74.842,0.0,-1.0,19.279617629999997
-77.4442,-82.9573,-82.3328,-76.8457,-22.1465,-19.7446,-16.2853,-19.1955,0.0,-1.0,19.252820090000032
78.4688,72.7579,72.7592,78.4708,166.995,166.612,169.854,170.463,0.0,-1.0,19.160425349999997
78.0805,72.3912,72.4371,78.1475,-93.1734,-94.3377,-90.6475,-90.1807,0.0,-1.0,18.999725985000005
78.635,72.9323,72.9316,78.6339,160.785,160.439,163.569,164.246,0.0,-1.0,18.793049100000026
79.1371,73.4495,73.4153,79.0848,-111.353,-112.039,-109.434,-107.385,0.0,-1.0,18.721698949999986
81.1152,75.66,76.2159,81.727,85.7122,86.4267,90.1913,88.4868,0.0,-1.0,18.633873815000033
78.7479,73.0496,73.0477,78.7449,157.674,157.354,160.42,161.145,0.0,-1.0,18.624375999999934
-70.9579,-76.5137,-77.1581,-71.5756,47.2721,44.6179,47.4081,50.4985,0.0,-1.0,18.56623886000002
78.2153,72.514,72.537,78.249,123.184,122.405,125.995,126.076,0.0,-1.0,18.483062149999988
77.3996,71.8788,71.2164,76.7187,-35.6559,-38.462,-35.5507,-32.5665,0.0,-1.0,18.481106540000066
78.0654,72.3659,72.3971,78.1111,116.069,115.152,118.735,118.966,0.0,-1.0,18.467799699999972
78.8977,73.2051,73.2036,78.8954,151.189,150.867,153.903,154.628,0.0,-1.0,18.429492149999987
77.8676,72.1561,72.1599,77.8732,5.035,4.6073,7.8032,8.2752,0.0,-1.0,18.380674525000007
77.8853,72.1856,72.2197,77.9349,111.529,110.582,114.134,114.411,0.0,-1.0,18.335254450000036
78.8594,73.1677,73.1675,78.8591,147.818,147.468,150.524,151.192,0.0,-1.0,18.298782000000003
78.6357,72.941,72.9488,78.6473,136.261,135.746,139.034,139.391,0.0,-1.0,18.276160199999925
78.3695,72.6709,72.6833,78.3877,131.568,130.977,134.379,134.573,0.0,-1.0,18.258749999999935
78.7929,73.1009,73.1025,78.7953,144.397,144.01,147.113,147.706,0.0,-1.0,18.248854400000013
78.3361,72.6408,72.5986,78.2737,-80.3566,-81.2611,-78.6863,-76.5525,1.4521850014474316,0.0005085694201552,18.212112685
-76.709,-82.215,-81.5637,-76.0832,-15.2912,-12.7482,-9.592,-12.4591,0.0,-1.0,18.174924164999997
-69.3338,-75.0948,-75.0913,-69.3312,-26.0005,-26.4295,-23.2167,-22.9048,0.0,-1.0,18.169084965000025
77.8322,72.1377,72.1773,77.8896,101.329,100.283,103.802,104.188,0.0,-1.0,18.153416600000043
77.7947,72.0852,72.0868,77.7969,-4.3759,-4.7575,-1.6572,-1.1227,0.0,-1.0,18.137736855000007
-69.1193,-74.8818,-74.883,-69.1201,-34.9138,-35.4141,-32.1565,-31.8925,0.0,-1.0,18.092090665000008
78.6143,72.9215,72.9262,78.6212,140.883,140.436,143.606,144.068,0.0,-1.0,18.08973114999999
73.612,67.9218,67.9036,73.5487,-131.786,-132.926,-130.16,-128.213,1.5551095980291734,1.4553156186316533e-05,18.026514299999985
77.806,72.0988,72.0967,77.8032,-10.4098,-10.7154,-7.7378,-7.0823,0.0,-1.0,17.992307315000012
78.2525,72.8322,73.2111,78.0805,49.7674,47.9761,51.889,52.9017,0.0,-1.0,17.983356559999983
-70.2121,-75.7784,-76.4222,-70.8305,54.0007,51.4885,54.1319,57.155,0.0,-1.0,17.919348064999987
77.7455,72.0534,72.0931,77.8028,98.0554,97.0081,100.475,100.875,1.0,0.054377351750525,17.88425689999998
-69.2024,-74.9585,-74.9561,-69.2008,-21.7409,-22.1888,-19.0199,-18.7343,0.0,-1.0,17.771429175000016
-69.9318,-75.5023,-76.1469,-70.551,57.2632,54.795,57.4062,60.3961,0.0,-1.0,17.759716255000008
-72.0849,-77.7838,-77.7309,-72.0484,-68.9907,-69.335,-66.5447,-65.5464,0.0,-1.0,17.70961199999996
-69.6714,-75.2449,-75.8883,-70.2897,60.5204,58.0994,60.6725,63.6266,0.0,-1.0,17.557867799999983
77.4107,71.7205,71.7633,77.4718,81.6136,80.5517,83.9287,84.3824,0.0,-1.0,17.474164905000034
77.239,71.5471,71.5901,77.3001,78.3695,77.3254,80.6789,81.1278,0.0,-1.0,17.382677779999963
76.9949,71.2957,71.3343,77.0494,68.9949,68.0615,71.3973,71.7524,0.0,-1.0,17.35769871000001
77.1052,71.4108,71.4537,77.1659,75.158,74.1355,77.4789,77.9145,0.0,-1.0,17.35701504500001
76.9664,71.2682,71.3096,77.0245,72.0552,71.0775,74.4089,74.8061,0.0,-1.0,17.320273895000003
75.8763,70.1621,70.204,75.9345,-104.485,-105.36,-102.095,-101.758,0.0,-1.0,17.113830300000032
76.9154,71.2174,71.2523,76.9644,64.9399,64.0699,67.3458,67.6517,0.0,-1.0,17.05539944000001
77.5406,71.8427,71.8334,77.5273,-44.4125,-44.5565,-41.915,-41.0678,0.0,-1.0,17.053998570000015
-69.1398,-74.8833,-74.8844,-69.1407,-13.2943,-13.7832,-10.6933,-10.447,0.0,-1.0,17.050818560000025
-71.437,-76.9245,-77.5795,-72.033,-98.8994,-102.853,-99.7678,-96.61,0.0,-1.0,17.04992445
80.4859,74.9835,75.5563,81.0862,20.2952,22.7127,25.3413,23.356,0.0,-1.0,16.983023074999995
81.3721,75.8746,76.437,81.9633,28.1145,30.5449,33.3785,30.9287,0.0,-1.0,16.97250409000002
76.9792,71.2943,71.33,77.03,-75.1725,-76.0868,-72.8079,-72.4893,0.0,-1.0,16.942816609999984
79.9929,74.4884,75.0706,80.6018,17.2416,19.611,22.1946,20.3208,0.0,-1.0,16.88675937
76.9256,71.2303,71.2628,76.9713,61.8747,61.0389,64.2737,64.5519,0.0,-1.0,16.833037700000048
74.704,68.969,69.0004,74.7466,-118.885,-119.514,-116.35,-116.196,0.0,-1.0,16.785380400000022
81.1344,75.669,76.2489,81.7637,-173.896,-171.573,-168.69,-171.204,0.0,-1.0,16.765878849999975
77.3882,71.6927,71.6935,77.3896,-21.1984,-21.5298,-18.6747,-18.1789,0.0,-1.0,16.729818379999998
74.3679,68.6269,68.6554,74.4063,-123.056,-123.625,-120.482,-120.373,0.0,-1.0,16.726612799999984
-70.4532,-75.9413,-76.6094,-71.0922,-3.3764,-6.0725,-3.3113,-0.6968,0.0,-1.0,16.70478037499999
76.9414,71.2473,71.2778,76.9841,58.7928,57.9845,61.1935,61.448,0.0,-1.0,16.694107180000017
78.1924,72.026,72.6877,77.5067,-15.73,-18.7367,-15.8124,-12.6077,0.0,-1.0,16.64334831
-69.6879,-75.4194,-75.3723,-69.6536,-109.354,-109.581,-106.924,-106.196,0.0,-1.0,16.626293999999987
-69.9076,-75.6354,-75.591,-69.8754,-112.754,-112.963,-110.31,-109.593,0.0,-1.0,16.615248999999974
-66.9343,-72.7118,-72.6707,-66.9031,64.6006,64.4944,67.1742,67.6727,0.0,-1.0,16.590635220000024
-68.45,-74.1807,-74.2306,-68.4867,-79.4413,-80.7213,-77.4082,-76.9964,1.3251839113520425,0.0010784623956699,16.554314170000016
-70.1372,-75.8406,-75.8842,-70.1684,62.8118,61.4601,64.8257,65.2222,0.0,-1.0,16.522016139999998
-70.1703,-75.664,-76.3309,-70.8075,0.9765,-1.6867,1.0529,3.6137,0.0,-1.0,16.512340420000008
71.2689,65.7695,66.1697,71.2368,-160.058,-160.324,-157.354,-156.763,0.0,-1.0,16.470915199999965
-70.0884,-75.5822,-76.2504,-70.7261,4.1349,1.43,4.171,6.7278,0.0,-1.0,16.41017440500002
