V0_LAT,V1_LAT,V2_LAT,V3_LAT,V0_LON,V1_LON,V2_LON,V3_LON,Ca/Si,Ca/Si_uncer,polygon_area
-71.5518,-77.0899,-77.6531,-72.0656,-129.434,-132.827,-129.614,-127.102,0.0,-1.0,17.012784249999953
-70.8805,-76.4334,-76.9727,-71.3911,13.8928,11.4615,14.4469,16.5864,0.0,-1.0,17.00792710500002
78.4266,72.8096,73.1731,78.815,170.926,171.959,174.986,173.792,0.177931183523946,0.2040881024537528,17.00579474999998
-70.8633,-76.4148,-76.9525,-71.373,10.7379,8.353,11.313,13.4411,0.4576152126687288,0.0013653403304871,16.940998850000017
79.864,74.2708,74.6179,80.2338,149.88,151.023,153.959,152.838,0.2398501559076818,0.0151660520628466,16.922374250000033
78.5505,72.9884,73.526,79.1215,16.0378,18.0662,20.7168,19.0681,0.0,-1.0,16.865410725
78.4054,72.8057,73.1517,78.7637,-71.5406,-70.7938,-68.3904,-67.9651,0.0,-1.0,16.81501639499998
76.9717,71.3495,71.7486,77.3838,-90.8818,-90.0887,-87.6387,-87.3994,0.0,-1.0,16.808160579999985
-74.1814,-79.4201,-79.5933,-73.7807,95.6776,93.4848,95.4724,99.8874,0.0,-1.0,16.746513029999974
78.1972,72.6671,73.2299,78.7953,4.7835,6.8025,9.4872,7.732,0.0,-1.0,16.72115984499998
76.0659,70.3872,70.5913,76.2719,91.9392,92.0191,94.4729,95.3961,0.0,-1.0,16.698894295000002
-69.2549,-75.3757,-75.0264,-69.5058,-108.051,-109.464,-106.875,-104.874,0.0242594868849838,0.0026979400239472,16.69709369999999
76.0447,70.3529,70.5498,76.2534,133.102,133.779,136.301,136.419,0.0,-1.0,16.691117749999986
-71.38,-76.9209,-77.4724,-71.886,-136.488,-139.636,-136.511,-134.192,0.0,-1.0,16.525611449999968
-70.8744,-76.4216,-76.968,-71.3784,-140.31,-143.159,-140.124,-137.925,0.0,-1.0,16.415968799999984
79.4684,73.8776,74.2283,79.8419,146.568,147.668,150.549,149.371,0.0,-1.0,16.33388429999998
-71.3419,-76.9532,-77.3231,-71.7038,117.454,115.582,118.056,120.513,0.0,-1.0,16.326718000000046
79.5037,73.9064,74.2216,79.8442,-20.7395,-19.5974,-16.9635,-17.6884,0.0,-1.0,16.252330849999986
