V0_LAT,V1_LAT,V2_LAT,V3_LAT,V0_LON,V1_LON,V2_LON,V3_LON,Mg/Si,Mg/Si_uncer,polygon_area
-75.8365,-81.4471,-81.1742,-75.5687,56.4014,55.2534,59.5859,59.0257,0.0,-1.0,19.427585254999997
83.9589,78.4986,79.0116,84.5238,-12.78,-10.2768,-6.8624,-9.6323,0.7468812368209166,0.0063847829566996,19.421629184999986
83.9205,78.4551,78.9693,84.4859,-8.4365,-5.8533,-2.4928,-5.2518,0.0,-1.0,19.41170638
-75.3391,-80.964,-80.2699,-74.7796,66.9585,68.9844,71.865,70.6865,0.9005847538263966,0.0076128839329666,19.36823663999998
84.026,78.5715,79.0798,84.5862,-17.1437,-14.7475,-11.2816,-14.05,0.0,-1.0,19.354373685000013
77.4887,71.8186,71.4268,77.0561,43.1408,41.404,44.2027,46.8596,0.0,-1.0,19.31650144499998
83.9245,78.4732,78.9785,84.481,-20.4125,-18.1245,-14.6731,-17.4062,0.9233935627019012,0.0009303432052232,19.016939559999983
-75.8312,-80.7191,-81.3716,-75.2692,84.837,80.9946,84.1839,88.4992,0.1988859228240982,0.0089012019035357,19.009578074999986
83.363,77.9035,78.4143,83.9072,-48.6805,-46.0083,-43.2882,-44.9123,0.6396732680939979,0.0001440459064959,18.898763355000014
73.5169,67.7829,67.6172,73.4323,-123.174,-124.789,-122.062,-119.486,0.0,-1.0,18.784120950000045
76.5274,70.8514,70.4684,76.1074,39.3293,37.7626,40.5342,42.8351,0.0,-1.0,18.533615949999973
77.4898,71.8454,71.4085,77.004,69.0133,66.8119,69.3701,72.5963,0.0,-1.0,18.508630099999994
83.8894,78.4431,78.941,84.4362,-26.8706,-24.6834,-21.2891,-23.9789,1.0210782855642215,0.0026092119530696,18.468317724999984
-73.1814,-78.6446,-79.264,-73.7712,-35.4825,-38.542,-35.5236,-32.4369,0.0,-1.0,18.467292259999997
77.9391,72.3582,71.7876,77.3509,88.8407,85.1811,88.4797,91.4406,0.0,-1.0,18.351474774999993
-73.0709,-78.5429,-79.1562,-73.6561,-29.7086,-32.7023,-29.7757,-26.6416,0.0,-1.0,18.276636715000013
-74.6751,-80.2213,-79.7148,-74.1322,-107.155,-107.258,-103.374,-104.587,0.3952934030456776,0.0002226890529828,18.241962899999997
-75.0097,-80.6228,-80.3425,-74.7357,59.7731,58.8185,62.8194,62.2876,0.0,-1.0,18.216944605000016
76.2637,70.644,70.1359,75.7234,159.498,157.324,160.359,162.555,0.0,-1.0,18.21394260000001
77.6352,72.0599,71.4449,77.0429,84.6054,80.9791,84.2398,87.1568,0.0,-1.0,18.210015754999983
-73.1371,-78.1,-78.2967,-72.8558,2.308,1.5628,5.0387,5.8349,0.0,-1.0,18.181332049999988
74.4668,68.7457,68.6294,74.4327,-2.4035,-3.4173,-0.8116,1.2329,0.0,-1.0,18.099106390000003
-73.0038,-78.4796,-79.0852,-73.5826,-26.3432,-29.2818,-26.407,-23.2897,0.0,-1.0,18.063964170000006
-73.109,-78.5879,-79.1832,-73.6775,-21.98,-24.8948,-22.0276,-18.9162,0.0,-1.0,18.040738540000014
-76.3355,-81.8987,-81.3737,-75.8432,19.4376,21.1843,24.4944,22.2513,0.9748695953346772,0.0008008553040872,17.998605900000022
77.6552,72.0826,71.4863,77.0382,102.431,98.8709,102.089,104.971,0.7969241481930747,8.284039317316212e-05,17.968045844999978
-73.297,-78.777,-79.355,-73.8481,-16.7214,-19.6012,-16.7238,-13.6722,0.0,-1.0,17.953026320000014
-75.2014,-80.7931,-80.3783,-74.825,-112.687,-111.661,-108.915,-109.087,0.7152158830605638,5.860605561814959e-05,17.91850689999994
76.4269,70.7479,70.4235,76.0789,14.9855,13.3947,16.4778,18.0364,0.0,-1.0,17.910716539999996
-73.5319,-79.0112,-79.5679,-74.0609,-8.5675,-11.4115,-8.4703,-5.5574,0.0,-1.0,17.908258380000007
-73.5228,-79.0022,-79.5549,-74.0478,-5.5203,-8.3459,-5.3902,-2.5297,0.3688364519881734,0.0025560583386859,17.864233730000002
77.6015,72.0267,71.4414,76.9967,97.9315,94.3971,97.593,100.46,1.1742908488108863,0.0001754849969847,17.832862645000006
77.5745,71.9978,71.42,76.9785,94.5023,90.9624,94.1535,97.0298,0.0,-1.0,17.802272569999943
-73.3743,-78.854,-79.4179,-73.9106,-11.6038,-14.4474,-11.5507,-8.6089,0.0,-1.0,17.77402656999999
81.4834,75.9896,76.5622,82.071,170.331,172.938,175.697,173.503,0.0,-1.0,17.706635200000044
83.7761,78.3301,78.8256,84.3169,-33.1479,-30.8888,-27.6966,-30.3387,0.6219716112082998,0.0006778124534858,17.679556445000006
75.1335,69.4369,69.0533,74.7327,-117.853,-119.971,-116.744,-115.133,0.845492594483141,0.0014128363742084,17.64452490000002
-73.3394,-78.8216,-79.3707,-73.8614,-0.2286,-2.9928,-0.0869,2.7235,0.0,-1.0,17.589790265000005
76.4168,70.7613,70.3326,75.9424,62.9646,61.0682,63.5344,66.3572,0.0,-1.0,17.565762290000016
78.403,72.8347,72.3413,77.8846,37.2948,34.5467,37.6312,40.0177,0.0,-1.0,17.431173529999988
-74.2034,-79.8281,-79.5475,-73.9359,40.1139,39.8334,43.5655,42.5387,0.0,-1.0,17.397455625
73.76,68.0465,67.6834,73.371,-153.031,-154.398,-151.53,-150.012,1.286746464475493,0.0076509795470337,17.322021049999996
81.3133,75.8211,76.385,81.8897,165.302,167.826,170.494,168.454,0.440275385774621,0.0001730405818047,17.301571800000065
-71.478,-76.9637,-77.6112,-72.1125,162.242,159.204,162.167,164.898,0.0,-1.0,17.279300399999997
-75.1044,-80.6304,-80.1043,-74.6058,-73.446,-73.1059,-69.4051,-71.0701,0.0,-1.0,17.261801279999986
83.7257,78.2776,78.7751,84.2664,-37.2149,-34.7839,-31.7858,-34.4152,0.0,-1.0,17.16954015000001
81.3505,75.859,76.4134,81.9156,161.226,163.705,166.323,164.405,0.3333590831825049,0.0047277393937809,17.163230100000007
-71.4159,-76.9066,-77.5439,-72.0425,165.525,162.57,165.51,168.182,0.7409203442837486,0.000446913482469,17.15868724999995
76.5853,70.999,70.4889,76.041,11.8069,9.7123,12.4126,14.8153,0.0,-1.0,17.081934300000004
78.7589,73.2632,73.894,79.4024,-75.1457,-73.2566,-70.8845,-71.6264,0.8636953980169744,7.141287412733717e-06,17.04555951000001
-73.9359,-78.8085,-79.4304,-73.3529,-40.1291,-43.2623,-40.1257,-37.1014,0.0,-1.0,16.93480704500002
77.9979,72.4463,71.9442,77.4637,-147.184,-149.484,-146.837,-144.191,0.0,-1.0,16.891635950000058
73.6967,67.9864,67.6224,73.3111,-140.954,-142.571,-139.574,-138.235,0.9982469623545666,0.0003271587780491,16.843125399999952
-71.2905,-76.7681,-77.4253,-71.9389,135.255,132.47,135.128,138.055,1.0228877956666749,0.0006668245153133,16.824774799999997
78.2432,72.6968,72.1884,77.7008,-143.49,-145.887,-143.322,-140.469,0.0,-1.0,16.822789200000038
-74.3662,-79.9616,-79.563,-74.0004,-116.277,-115.269,-112.679,-112.946,0.0,-1.0,16.76028200000002
